record_id,business_id,month,year,electricity_bill,diesel_cost,petrol_cost,generator_hours,grid_hours,outage_hours,energy_consumption_kwh,fuel_consumption_liters,maintenance_cost,weather_avg_temp,occupancy_rate,total_energy_cost
REC-002956,BIZ-0124,4,2024,5276729.26,1000123.77,30368.13,26.74,504.58,48.62,55544.52,809.82,297688.95,29.3,71.86,6307221.16
REC-002957,BIZ-0124,5,2024,6318034.53,1066016.69,32368.93,28.4,520.0,51.64,66505.63,863.17,328754.07,30.45,74.51,7416420.15
REC-002958,BIZ-0124,6,2024,5589761.62,1414324.77,42945.08,38.41,483.37,69.83,58839.6,1145.2,331598.03,30.03,80.25,7047031.47
REC-002959,BIZ-0124,7,2024,8194282.83,1934456.59,58738.56,42.45,494.47,77.17,86255.61,1566.36,409018.72,29.04,59.55,10187477.98
REC-002960,BIZ-0124,8,2024,8626575.71,1234729.35,37491.78,28.11,520.54,51.1,90806.06,999.78,388848.44,27.06,66.18,9898796.84
REC-002961,BIZ-0124,9,2024,7382923.01,1274898.29,38711.49,55.36,452.55,100.65,77714.98,1032.31,416076.13,27.07,55.27,8696532.79
REC-002962,BIZ-0124,10,2024,6110298.1,2606839.11,79155.03,56.85,468.28,103.36,64318.93,2110.8,385858.97,24.78,55.59,8796292.24
REC-002963,BIZ-0124,11,2024,6986775.36,1595466.35,48445.33,38.29,483.58,69.62,73545.0,1291.88,368106.63,25.65,81.89,8630687.04
REC-002964,BIZ-0124,12,2024,7246025.57,1601975.0,48642.97,51.97,477.15,94.49,76273.95,1297.15,405013.7,26.13,67.98,8896643.54
REC-002965,BIZ-0124,1,2025,9086406.18,1362534.36,41372.5,31.67,514.05,57.59,95646.38,1103.27,408799.47,26.23,84.52,10490313.04
REC-002966,BIZ-0124,2,2025,7059197.01,515489.62,15652.52,22.11,476.13,40.19,74307.34,417.4,334399.74,27.13,83.35,7590339.15
REC-002967,BIZ-0124,3,2025,7808336.46,730788.62,22189.94,26.72,523.06,48.58,82193.02,591.73,364269.88,28.19,59.15,8561315.02
REC-002968,BIZ-0124,4,2025,7041451.9,1028154.86,31219.28,30.85,497.11,56.09,74120.55,832.51,353169.74,30.9,80.78,8100826.04
REC-002969,BIZ-0124,5,2025,7440888.01,892115.44,27088.53,38.32,501.97,69.67,78325.14,722.36,380109.15,29.96,88.01,8360091.98
REC-002970,BIZ-0124,6,2025,7645284.92,898279.97,27275.71,36.1,487.56,65.64,80476.68,727.35,380612.57,29.0,58.41,8570840.6
REC-002971,BIZ-0124,7,2025,5734270.05,835233.85,25361.35,35.19,507.65,63.99,60360.74,676.3,328330.14,29.47,85.4,6594865.25
REC-002972,BIZ-0124,8,2025,6627831.09,610561.2,18539.31,25.91,524.52,47.12,69766.64,494.38,331427.76,27.0,72.79,7256931.6
REC-002973,BIZ-0124,9,2025,8700635.5,1563663.69,47479.67,53.3,456.29,96.91,91585.64,1266.12,446224.95,27.26,66.62,10311778.86
REC-002974,BIZ-0124,10,2025,7290291.59,953494.55,28952.26,29.68,517.68,53.96,76739.91,772.06,357146.97,26.96,88.39,8272738.4
REC-002975,BIZ-0124,11,2025,4897211.78,1195422.55,36298.26,38.75,482.74,70.46,51549.6,967.95,314126.63,24.57,61.88,6128932.59
REC-002976,BIZ-0124,12,2025,6901456.86,1813803.51,55075.01,49.08,482.4,89.24,72646.91,1468.67,389595.92,26.7,78.67,8770335.38
REC-002977,BIZ-0125,1,2024,1068176.0,135248.99,42015.22,16.01,325.47,40.02,15307.16,160.06,54166.15,26.74,61.75,1245440.21
REC-002978,BIZ-0125,2,2024,1193231.02,98019.18,30449.74,12.82,309.86,32.05,16623.53,116.0,53908.25,28.73,80.64,1321699.94
REC-002979,BIZ-0125,3,2024,1384990.42,157915.14,49056.48,26.01,300.46,65.03,18642.05,186.88,66172.49,30.3,85.42,1591962.04
REC-002980,BIZ-0125,4,2024,819661.1,68912.13,21407.61,14.33,317.88,35.82,12691.21,81.55,49067.72,29.32,66.66,909980.84
REC-002981,BIZ-0125,5,2024,798145.48,88396.44,27460.43,14.79,328.52,36.97,12464.73,104.61,49048.75,31.35,55.63,914002.35
REC-002982,BIZ-0125,6,2024,1242178.24,47139.79,14644.02,10.45,327.58,26.12,17138.76,55.79,53022.3,29.21,86.85,1303962.05
REC-002983,BIZ-0125,7,2024,1065414.22,148889.59,46252.68,18.41,319.46,46.03,15278.09,176.2,55805.85,28.33,69.75,1260556.49
REC-002984,BIZ-0125,8,2024,971044.65,106439.67,33065.58,14.25,329.87,35.62,14284.72,125.96,51400.08,26.89,79.72,1110549.9
REC-002985,BIZ-0125,9,2024,1161875.49,163032.76,50646.27,22.6,297.2,56.5,16293.47,192.94,60259.37,26.87,82.08,1375554.52
REC-002986,BIZ-0125,10,2024,978660.1,158868.86,49352.75,22.02,310.44,55.05,14364.89,188.01,56960.47,26.31,73.95,1186881.71
REC-002987,BIZ-0125,11,2024,890292.09,91908.95,28551.6,20.96,301.3,52.4,13434.7,108.77,54823.54,25.06,60.68,1010752.64
REC-002988,BIZ-0125,12,2024,1156468.03,153081.98,47555.05,18.94,318.13,47.36,16236.55,181.16,57615.83,26.05,76.34,1357105.06
REC-002989,BIZ-0125,1,2025,1076867.6,63119.91,19608.26,14.03,330.42,35.07,15398.65,74.7,52916.35,27.43,72.46,1159595.77
REC-002990,BIZ-0125,2,2025,847012.16,118266.01,36739.44,17.46,286.46,43.66,12979.12,139.96,51692.34,27.91,69.49,1002017.61
REC-002991,BIZ-0125,3,2025,1277788.64,131969.67,40996.49,27.2,297.49,68.0,17513.61,156.18,65309.11,29.85,58.37,1450754.8
REC-002992,BIZ-0125,4,2025,1166462.72,106944.25,33222.33,20.28,303.0,50.7,16341.75,126.56,58707.46,30.13,86.43,1306629.3
REC-002993,BIZ-0125,5,2025,1125614.28,98447.83,30582.9,13.8,331.0,34.49,15911.77,116.51,53525.44,31.29,80.15,1254645.01
REC-002994,BIZ-0125,6,2025,995391.66,95221.21,29580.55,20.23,303.12,50.58,14541.01,112.69,55974.14,30.2,74.5,1120193.42
REC-002995,BIZ-0125,7,2025,879608.89,132484.96,41156.57,24.81,303.48,62.01,13322.24,156.79,57347.44,29.52,81.63,1053250.42
REC-002996,BIZ-0125,8,2025,1420387.63,64195.04,19942.24,12.51,334.21,31.28,19014.65,75.97,57280.51,28.92,82.99,1504524.91
REC-002997,BIZ-0125,9,2025,1306525.28,117706.66,36565.68,25.2,290.71,62.99,17816.1,139.3,64361.71,25.67,70.2,1460797.62
REC-002998,BIZ-0125,10,2025,1224164.78,150667.02,46804.84,21.87,310.82,54.67,16949.15,178.3,60730.44,25.62,82.75,1421636.64
REC-002999,BIZ-0125,11,2025,1241092.74,171334.17,53225.11,26.23,288.11,65.59,17127.33,202.76,64055.4,25.89,63.56,1465652.02
REC-003000,BIZ-0125,12,2025,942407.0,154451.47,47980.49,22.63,308.91,56.58,13983.27,182.78,56817.8,26.97,57.76,1144838.96
REC-003001,BIZ-0126,1,2024,3556626.62,153477.82,37947.81,16.21,215.02,46.31,41842.17,168.66,60388.82,26.78,76.14,3748052.25
REC-003002,BIZ-0126,2,2024,2485060.63,67030.68,16573.52,7.35,223.46,21.01,30562.53,73.66,46494.18,28.95,62.67,2568664.83
REC-003003,BIZ-0126,3,2024,2359798.76,82157.86,20313.76,17.42,211.56,49.77,29243.99,90.28,50975.32,29.26,78.8,2462270.38
REC-003004,BIZ-0126,4,2024,2704474.82,79304.41,19608.23,13.28,214.94,37.96,32872.16,87.15,51604.08,30.93,62.26,2803387.46
REC-003005,BIZ-0126,5,2024,1978288.76,205395.5,50784.6,21.91,198.72,62.61,25228.09,225.71,50234.16,30.58,65.14,2234468.86
REC-003006,BIZ-0126,6,2024,2316422.44,221651.6,54803.97,22.48,188.67,64.23,28787.39,243.57,53393.91,30.22,83.6,2592878.01
REC-003007,BIZ-0126,7,2024,2907475.23,37390.95,9245.02,7.97,238.55,22.78,35009.0,41.09,50391.8,28.95,89.84,2954111.2
REC-003008,BIZ-0126,8,2024,1157567.98,158806.04,39265.23,17.5,211.33,50.0,16588.93,174.51,40895.43,28.1,33.03,1355639.25
REC-003009,BIZ-0126,9,2024,2697912.59,79115.65,19561.56,11.72,219.42,33.48,32803.08,86.94,50687.36,25.98,66.05,2796589.8
REC-003010,BIZ-0126,10,2024,3513014.81,109513.66,27077.55,15.05,218.34,42.99,41383.1,120.34,59382.14,26.47,81.38,3649606.02
REC-003011,BIZ-0126,11,2024,2033458.83,133551.98,33021.09,17.56,202.73,50.17,25808.83,146.76,48304.51,26.26,68.65,2200031.9
REC-003012,BIZ-0126,12,2024,1594003.73,161206.26,39858.69,16.11,215.29,46.04,21182.99,177.15,43808.48,25.85,33.67,1795068.68
REC-003013,BIZ-0126,1,2025,2914032.72,87026.06,21517.43,11.21,229.31,32.02,35078.03,95.63,52226.48,27.78,75.27,3022576.21
REC-003014,BIZ-0126,2,2025,3258376.97,64810.86,16024.66,8.39,212.06,23.98,38702.7,71.22,53578.25,27.35,63.77,3339212.49
REC-003015,BIZ-0126,3,2025,2657776.05,92654.05,22908.97,15.69,216.5,44.83,32380.59,101.82,52534.86,28.32,73.67,2773339.07
REC-003016,BIZ-0126,4,2025,3352314.1,90723.45,22431.62,15.71,208.01,44.89,39691.52,99.7,58395.41,30.14,81.57,3465469.17
REC-003017,BIZ-0126,5,2025,3211462.66,126904.39,31377.46,14.25,220.62,40.71,38208.87,139.46,56403.92,31.03,71.33,3369744.51
REC-003018,BIZ-0126,6,2025,2617581.87,55700.14,13772.01,11.61,219.72,33.18,31957.49,61.21,49952.81,30.9,81.44,2687054.02
REC-003019,BIZ-0126,7,2025,2943628.46,133101.52,32909.72,20.15,203.75,57.58,35389.56,146.27,57395.59,29.5,73.49,3109639.7
REC-003020,BIZ-0126,8,2025,1808293.59,82575.41,20417.0,13.76,222.01,39.32,23438.67,90.74,44319.82,28.11,37.37,1911286.0
REC-003021,BIZ-0126,9,2025,2481858.08,60175.68,14878.6,9.41,226.02,26.88,30528.82,66.13,47597.98,26.78,64.85,2556912.36
REC-003022,BIZ-0126,10,2025,3322906.88,94835.53,23448.34,16.13,215.23,46.1,39381.97,104.21,58379.8,25.56,65.11,3441190.75
REC-003023,BIZ-0126,11,2025,2695568.59,68887.18,17032.55,7.01,232.88,20.02,32778.41,75.7,48075.7,25.81,68.81,2781488.32
REC-003024,BIZ-0126,12,2025,1129070.12,111124.25,27475.78,13.3,223.32,38.01,16288.95,122.11,38347.29,26.94,38.21,1267670.15
REC-003025,BIZ-0127,1,2024,9022222.97,2295543.36,69702.73,95.16,625.05,118.95,106199.17,1858.74,463687.59,26.1,73.07,11387469.06
REC-003026,BIZ-0127,2,2024,10180374.24,1361276.64,41334.31,73.71,603.86,92.14,118390.23,1102.25,449456.27,27.16,97.68,11582985.19
REC-003027,BIZ-0127,3,2024,8146533.22,1525231.15,46312.69,44.14,688.83,55.17,96981.38,1235.0,353407.15,28.1,93.66,9718077.06
REC-003028,BIZ-0127,4,2024,12529406.79,1548220.18,47010.73,53.9,652.62,67.38,143116.89,1253.62,463260.93,29.24,95.3,14124637.7
REC-003029,BIZ-0127,5,2024,9072834.33,1790331.69,54362.3,85.96,636.55,107.45,106731.92,1449.66,448195.28,31.67,88.64,10917528.32
REC-003030,BIZ-0127,6,2024,9783968.14,1086747.13,32998.39,62.83,641.47,78.53,114217.54,879.96,421524.43,29.94,78.05,10903713.66
REC-003031,BIZ-0127,7,2024,11352427.05,1514995.98,46001.9,57.99,671.51,72.49,130727.63,1226.72,445833.99,28.5,78.46,12913424.93
REC-003032,BIZ-0127,8,2024,10767878.19,2139379.94,64960.93,90.96,630.3,113.7,124574.49,1732.29,492877.96,27.76,92.27,12972219.06
REC-003033,BIZ-0127,9,2024,9846746.69,1528120.96,46400.43,54.68,651.65,68.35,114878.37,1237.34,408184.75,27.84,91.51,11421268.08
REC-003034,BIZ-0127,10,2024,11403497.01,1740345.7,52844.51,79.03,645.21,98.79,131265.21,1409.19,484789.49,25.66,88.91,13196687.22
REC-003035,BIZ-0127,11,2024,11065324.71,1995673.33,60597.37,66.32,637.1,82.9,127705.5,1615.93,454791.66,26.19,82.83,13121595.41
REC-003036,BIZ-0127,12,2024,8087017.45,2024941.66,61486.08,68.88,657.89,86.11,96354.9,1639.63,396701.15,26.79,96.22,10173445.19
REC-003037,BIZ-0127,1,2025,9922705.88,1128200.34,34257.1,42.34,691.07,52.93,115677.94,913.52,387572.43,26.98,86.9,11085163.32
REC-003038,BIZ-0127,2,2025,9059803.14,1716427.93,52118.26,86.67,563.67,108.33,106594.75,1389.82,449188.95,28.98,72.07,10828349.33
REC-003039,BIZ-0127,3,2025,9405666.35,1670648.15,50728.18,87.48,634.65,109.35,110235.41,1352.75,457928.15,28.7,83.51,11127042.68
REC-003040,BIZ-0127,4,2025,8492182.12,1477830.33,44873.39,62.09,642.38,77.62,100619.79,1196.62,393007.16,29.51,80.49,10014885.84
REC-003041,BIZ-0127,5,2025,10778364.19,2469374.85,74981.02,74.57,650.78,93.22,124684.87,1999.49,463604.32,29.94,82.98,13322720.06
REC-003042,BIZ-0127,6,2025,11253760.84,1605022.06,48735.49,70.77,631.53,88.47,129689.04,1299.61,466772.93,30.64,87.13,12907518.39
REC-003043,BIZ-0127,7,2025,10853537.41,2031878.0,61696.7,88.54,633.33,110.67,125476.16,1645.25,490318.93,29.27,86.75,12947112.11
REC-003044,BIZ-0127,8,2025,11460610.17,831098.62,25235.79,42.76,690.55,53.45,131866.4,672.95,420702.3,28.21,97.45,12316944.58
REC-003045,BIZ-0127,9,2025,8361537.94,2688643.98,81638.99,87.31,610.86,109.14,99244.59,2177.04,435646.88,25.87,87.58,11131820.91
REC-003046,BIZ-0127,10,2025,11259532.6,1621583.22,49238.36,89.79,631.76,112.24,129749.8,1313.02,501126.3,27.02,78.41,12930354.18
REC-003047,BIZ-0127,11,2025,9308995.05,1713810.89,52038.79,80.78,619.03,100.97,109217.82,1387.7,443837.97,24.57,84.34,11074844.73
REC-003048,BIZ-0127,12,2025,10109448.3,1526341.92,46346.41,62.11,666.36,77.64,117643.65,1235.9,427091.78,26.07,91.57,11682136.63
REC-003049,BIZ-0128,1,2024,14246821.2,1202113.13,36501.41,32.9,548.82,47.0,173911.34,973.37,607159.24,26.15,89.16,15485435.74
REC-003050,BIZ-0128,2,2024,11368449.73,648167.14,19681.19,28.38,516.84,40.54,143612.69,524.83,521459.45,27.59,75.98,12036298.06
REC-003051,BIZ-0128,3,2024,15239017.51,1970700.82,59839.09,42.64,534.91,60.91,184355.51,1595.71,654690.08,29.62,75.03,17269557.42
REC-003052,BIZ-0128,4,2024,15170264.62,3006977.93,91305.0,76.93,466.7,109.9,183631.8,2434.8,728332.88,29.57,56.64,18268547.55
REC-003053,BIZ-0128,5,2024,16402878.18,1909123.57,57969.34,58.06,512.88,82.94,196606.68,1545.85,719240.18,29.96,86.61,18369971.09
REC-003054,BIZ-0128,6,2024,11760881.74,1526604.43,46354.39,35.93,525.27,51.33,147743.56,1236.12,548404.08,29.95,66.44,13333840.56
REC-003055,BIZ-0128,7,2024,15381780.84,1725451.96,52392.27,52.01,521.52,74.3,185858.28,1397.13,679070.87,30.29,66.02,17159625.07
REC-003056,BIZ-0128,8,2024,11129458.13,3077478.96,93445.72,74.7,489.11,106.71,141096.99,2491.89,617074.94,28.09,56.02,14300382.81
REC-003057,BIZ-0128,9,2024,11806421.0,1892583.38,57467.11,57.82,494.0,82.6,148222.92,1532.46,597765.52,27.87,61.73,13756471.49
REC-003058,BIZ-0128,10,2024,10598424.89,1513283.3,45949.9,47.82,527.51,68.31,135507.17,1225.33,543966.18,25.22,82.38,12157658.09
REC-003059,BIZ-0128,11,2024,14707406.68,1306771.44,39679.29,44.49,513.04,63.56,178759.61,1058.11,644774.51,24.61,77.17,16053857.41
REC-003060,BIZ-0128,12,2024,13304145.25,2029066.21,61611.32,45.0,531.53,64.29,163988.43,1642.97,608980.22,24.9,77.14,15394822.78
REC-003061,BIZ-0128,1,2025,12248116.62,1758906.38,53408.09,69.92,495.93,99.89,152872.34,1424.22,636011.9,25.57,87.62,14060431.09
REC-003062,BIZ-0128,2,2025,13835769.03,2309101.52,70114.42,50.14,466.53,71.63,169584.47,1869.72,634278.85,27.17,61.34,16214984.97
REC-003063,BIZ-0128,3,2025,11063385.36,1038696.52,31539.37,34.58,546.42,49.4,140401.49,841.05,527085.2,29.2,77.98,12133621.25
REC-003064,BIZ-0128,4,2025,8329338.91,1943031.76,58998.94,41.77,516.93,59.67,111622.05,1573.31,470939.45,29.13,55.97,10331369.61
REC-003065,BIZ-0128,5,2025,16235834.75,1932106.82,58667.21,67.95,498.75,97.07,194848.32,1564.46,736608.59,29.52,86.88,18226608.78
REC-003066,BIZ-0128,6,2025,17244482.71,1261312.78,38298.97,28.3,536.17,40.43,205465.67,1021.31,675923.84,30.88,77.38,18544094.46
REC-003067,BIZ-0128,7,2025,12565692.13,2596779.06,78849.57,76.12,487.08,108.74,156215.24,2102.66,657995.39,29.34,58.79,15241320.76
REC-003068,BIZ-0128,8,2025,9783203.43,1163611.91,35332.35,31.88,550.28,45.54,126925.89,942.2,487445.17,27.99,74.56,10982147.69
REC-003069,BIZ-0128,9,2025,15526739.75,3254686.87,98826.52,71.97,473.79,102.81,187384.17,2635.37,726785.62,27.67,67.54,18880253.14
REC-003070,BIZ-0128,10,2025,13405489.71,2893420.94,87856.91,66.83,500.34,95.48,165055.22,2342.85,659672.6,25.29,59.72,16386767.56
REC-003071,BIZ-0128,11,2025,9213264.78,879200.08,26696.36,33.43,528.84,47.76,120926.53,711.9,475872.19,25.83,69.87,10119161.22
REC-003072,BIZ-0128,12,2025,13745232.11,2188802.85,66461.63,71.34,493.91,101.91,168631.45,1772.31,678527.51,25.12,63.79,16000496.59
REC-003073,BIZ-0129,1,2024,4261103.28,2931426.89,89010.94,110.65,633.35,110.65,44853.72,2373.63,368873.63,26.58,90.11,7281541.11
REC-003074,BIZ-0129,2,2024,4286795.98,2119865.07,64368.37,61.82,634.18,61.82,45124.17,1716.49,281517.59,27.91,81.11,6471029.42
REC-003075,BIZ-0129,3,2024,3355514.35,2842916.75,86323.38,97.02,646.98,97.02,35321.2,2301.96,325282.8,30.33,76.55,6284754.48
REC-003076,BIZ-0129,4,2024,3534150.41,3621339.87,109959.71,105.78,614.22,105.78,37201.58,2932.26,344814.57,29.52,80.43,7265449.99
REC-003077,BIZ-0129,5,2024,4554797.88,1937897.55,58843.04,67.81,676.19,67.81,47945.24,1569.15,297953.03,29.94,72.82,6551538.47
REC-003078,BIZ-0129,6,2024,4356289.26,3538403.71,107441.41,110.89,609.11,110.89,45855.68,2865.1,371315.01,29.65,84.15,8002134.38
REC-003079,BIZ-0129,7,2024,3298635.86,3960941.78,120271.51,115.43,628.57,115.43,34722.48,3207.24,357211.47,28.23,75.64,7379849.15
REC-003080,BIZ-0129,8,2024,4265627.0,2608494.09,79205.29,101.17,642.83,101.17,44901.34,2112.14,351905.17,27.49,85.97,6953326.38
REC-003081,BIZ-0129,9,2024,4670212.04,2680731.74,81398.74,81.55,638.45,81.55,49160.13,2170.63,325114.77,27.81,91.07,7432342.52
REC-003082,BIZ-0129,10,2024,4006974.85,2761535.19,83852.28,95.15,648.85,95.15,42178.68,2236.06,335635.54,25.59,77.36,6852362.32
REC-003083,BIZ-0129,11,2024,3286489.39,2881122.03,87483.46,108.28,611.72,108.28,34594.63,2332.89,344097.36,24.7,76.41,6255094.88
REC-003084,BIZ-0129,12,2024,4565486.61,1308804.25,39741.02,74.75,669.25,74.75,48057.75,1059.76,310672.91,26.28,93.31,5914031.88
REC-003085,BIZ-0129,1,2025,3252597.9,3558506.17,108051.81,104.88,639.12,104.88,34237.87,2881.38,337264.55,26.85,92.83,6919155.88
REC-003086,BIZ-0129,2,2025,4168685.52,1524908.55,46302.89,63.61,608.39,63.61,43880.9,1234.74,282251.4,28.78,78.63,5739896.96
REC-003087,BIZ-0129,3,2025,3905049.06,2789442.49,84699.67,88.17,655.83,88.17,41105.78,2258.66,320921.71,30.44,97.45,6779191.22
REC-003088,BIZ-0129,4,2025,3823227.76,1491350.11,45283.91,66.07,653.93,66.07,40244.5,1207.57,279408.32,29.61,95.24,5359861.78
REC-003089,BIZ-0129,5,2025,4416552.26,1801767.73,54709.55,94.41,649.59,94.41,46490.02,1458.92,342910.57,29.39,95.94,6273029.54
REC-003090,BIZ-0129,6,2025,3956305.71,2234777.14,67857.61,85.36,634.64,85.36,41645.32,1809.54,316940.36,29.13,94.69,6258940.46
REC-003091,BIZ-0129,7,2025,4592419.12,1507777.19,45782.71,69.52,674.48,69.52,48341.25,1220.87,301818.13,28.21,83.05,6145979.02
REC-003092,BIZ-0129,8,2025,3472914.05,1423344.46,43218.96,53.74,690.26,53.74,36556.99,1152.51,249853.37,28.41,81.35,4939477.47
REC-003093,BIZ-0129,9,2025,4254372.9,2331373.72,70790.7,83.26,636.74,83.26,44782.87,1887.75,319429.79,27.52,94.85,6656537.32
REC-003094,BIZ-0129,10,2025,3311179.77,2709565.5,82274.26,94.93,649.07,94.93,34854.52,2193.98,320574.21,25.72,92.39,6103019.53
REC-003095,BIZ-0129,11,2025,3630630.73,1846207.48,56058.93,95.06,624.94,95.06,38217.17,1494.9,327534.15,26.48,90.88,5532897.14
REC-003096,BIZ-0129,12,2025,3999837.05,1806136.01,54842.19,67.88,676.12,67.88,42103.55,1462.46,286394.65,25.92,96.97,5860815.25
REC-003097,BIZ-0130,1,2024,1145676.85,313865.97,97502.74,48.63,322.37,69.47,12059.76,371.44,72128.83,26.48,75.53,1557045.56
REC-003098,BIZ-0130,2,2024,1268230.28,200661.46,62335.66,36.36,314.61,51.95,13349.79,237.47,65479.34,28.66,84.2,1531227.4
REC-003099,BIZ-0130,3,2024,1212476.63,204802.51,63622.08,43.88,329.15,62.69,12762.91,242.37,69861.47,30.41,70.88,1480901.22
REC-003100,BIZ-0130,4,2024,1036963.97,189869.23,58983.05,24.83,343.74,35.46,10915.41,224.7,53750.87,30.98,77.47,1285816.25
REC-003101,BIZ-0130,5,2024,1208601.54,345803.21,107424.07,47.85,323.48,68.36,12722.12,409.23,72578.51,31.37,87.55,1661828.82
REC-003102,BIZ-0130,6,2024,944196.12,181546.03,56397.44,35.04,329.15,50.05,9938.91,214.85,59434.63,29.39,59.36,1182139.59
REC-003103,BIZ-0130,7,2024,995390.67,206467.64,64139.36,42.46,331.18,60.66,10477.8,244.34,65437.99,29.13,72.21,1265997.67
REC-003104,BIZ-0130,8,2024,1135233.66,149643.34,46486.84,18.45,365.49,26.35,11949.83,177.09,50838.08,27.07,76.32,1331363.84
REC-003105,BIZ-0130,9,2024,1006955.25,180872.52,56188.21,22.93,346.44,32.76,10599.53,214.05,51950.77,25.93,84.09,1244015.98
REC-003106,BIZ-0130,10,2024,1145895.01,117050.08,36361.71,24.18,357.3,34.54,12062.05,138.52,55019.69,26.85,78.49,1299306.8
REC-003107,BIZ-0130,11,2024,921961.1,97530.46,30297.92,23.04,346.29,32.91,9704.85,115.42,50682.11,24.41,58.86,1049789.48
REC-003108,BIZ-0130,12,2024,1082422.77,130069.15,40406.1,29.45,349.77,42.07,11393.92,153.93,57706.71,24.79,72.23,1252898.02
REC-003109,BIZ-0130,1,2025,1178567.28,363631.14,112962.34,44.84,327.79,64.05,12405.97,430.33,69994.73,25.62,82.76,1655160.76
REC-003110,BIZ-0130,2,2025,955134.73,266921.02,82919.25,34.75,304.27,49.65,10054.05,315.88,59408.76,28.42,78.59,1304975.0
REC-003111,BIZ-0130,3,2025,912247.69,141669.15,44009.65,19.44,364.06,27.78,9602.61,167.66,48014.66,28.5,67.66,1097926.49
REC-003112,BIZ-0130,4,2025,1027283.41,206791.3,64239.9,25.19,343.22,35.98,10813.51,244.72,53849.77,31.12,64.55,1298314.61
REC-003113,BIZ-0130,5,2025,1287948.56,197414.51,61326.99,26.21,354.4,37.44,13557.35,233.63,58679.85,30.72,79.92,1546690.06
REC-003114,BIZ-0130,6,2025,969464.77,163182.46,50692.78,27.42,340.03,39.17,10204.89,193.12,54500.04,30.8,73.16,1183340.01
REC-003115,BIZ-0130,7,2025,1180469.8,87251.88,27104.87,20.58,362.45,29.39,12426.0,103.26,53042.36,30.41,65.44,1294826.55
REC-003116,BIZ-0130,8,2025,1138045.17,333318.05,103545.55,41.18,333.02,58.82,11979.42,394.46,66791.84,28.56,87.82,1574908.77
REC-003117,BIZ-0130,9,2025,1031881.92,205195.17,63744.06,27.88,339.38,39.82,10861.91,242.83,55806.67,25.56,81.97,1300821.15
REC-003118,BIZ-0130,10,2025,1057352.82,203051.37,63078.09,45.94,326.21,65.63,11130.03,240.3,68854.86,25.54,82.53,1323482.28
REC-003119,BIZ-0130,11,2025,1090508.79,117792.73,36592.42,25.96,342.11,37.09,11479.04,139.4,55392.79,25.34,84.6,1244893.94
REC-003120,BIZ-0130,12,2025,1029213.12,323662.1,100545.92,44.83,327.8,64.04,10833.82,383.03,67629.19,26.81,67.97,1453421.14
REC-003121,BIZ-0131,1,2024,3877633.89,260323.62,37546.68,31.25,493.22,89.27,40817.2,250.31,108663.91,27.24,91.43,4175504.19
REC-003122,BIZ-0131,2,2024,2991126.32,419671.83,60529.59,28.0,464.92,79.99,31485.54,403.53,94378.32,27.87,72.69,3471327.74
REC-003123,BIZ-0131,3,2024,2654018.56,264864.75,38201.65,24.09,513.66,68.83,27937.04,254.68,86411.97,28.7,82.41,2957084.96
REC-003124,BIZ-0131,4,2024,3102117.71,199428.09,28763.67,16.14,517.57,46.13,32653.87,191.76,84521.74,30.31,68.42,3330309.47
REC-003125,BIZ-0131,5,2024,3458498.55,223523.72,32239.0,20.05,525.2,57.29,36405.25,214.93,92734.92,30.21,85.95,3714261.27
REC-003126,BIZ-0131,6,2024,2800164.28,254611.85,36722.86,20.59,504.86,58.84,29475.41,244.82,84934.7,30.07,62.51,3091498.99
REC-003127,BIZ-0131,7,2024,3282853.43,412263.74,59461.12,31.4,492.76,89.73,34556.35,396.41,101301.3,30.2,80.67,3754578.29
REC-003128,BIZ-0131,8,2024,3033467.82,244822.03,35310.87,19.39,527.09,55.4,31931.24,235.41,86739.57,27.96,82.27,3313600.72
REC-003129,BIZ-0131,9,2024,2624097.54,232348.18,33511.76,21.0,503.7,60.0,27622.08,223.41,83095.13,25.98,76.97,2889957.48
REC-003130,BIZ-0131,10,2024,2499610.04,159602.05,23019.53,13.92,542.71,39.78,26311.68,153.46,74802.09,26.3,69.81,2682231.62
REC-003131,BIZ-0131,11,2024,3264041.45,373238.74,53832.51,30.8,475.71,87.99,34358.33,358.88,100485.53,25.98,94.61,3691112.7
REC-003132,BIZ-0131,12,2024,3130772.99,160756.42,23186.02,18.08,530.84,51.65,32955.51,154.57,86720.2,25.98,90.8,3314715.43
REC-003133,BIZ-0131,1,2025,3878831.04,351679.04,50722.94,23.25,516.05,66.44,40829.8,338.15,101087.12,27.6,87.11,4281233.02
REC-003134,BIZ-0131,2,2025,3138373.68,339824.11,49013.09,22.08,463.04,63.08,33035.51,326.75,90615.82,29.06,87.87,3527210.88
REC-003135,BIZ-0131,3,2025,2920302.71,192526.77,27768.28,13.99,542.53,39.96,30740.03,185.12,80175.29,28.33,78.06,3140597.76
REC-003136,BIZ-0131,4,2025,2846460.27,167857.62,24210.23,13.69,524.6,39.1,29962.74,161.4,78957.55,30.14,74.71,3038528.12
REC-003137,BIZ-0131,5,2025,2919742.6,189383.75,27314.96,14.02,542.44,40.05,30734.13,182.1,80199.12,31.21,83.28,3136441.31
REC-003138,BIZ-0131,6,2025,2869644.47,195524.79,28200.69,15.38,519.75,43.95,30206.78,188.0,80861.36,29.93,66.55,3093369.95
