dataset_source,source_grain,source_row_id,customer_id,building_type,customer_type,region,floor_area_sqft,floor_area_m2,occupants,appliance_count,outdoor_temperature,day_type,reported_energy_consumption,energy_cost_brl
energy_consumption,customer_observation,3678,CUSTOMER_3678,,residential,Midwest,,52,4,,,,,113.23
energy_consumption,customer_observation,3679,CUSTOMER_3679,,commercial,Midwest,,45,1,,,,,71.62
energy_consumption,customer_observation,3680,CUSTOMER_3680,,residential,North,,24,1,,,,,83.33
energy_consumption,customer_observation,3681,CUSTOMER_3681,,commercial,North,,77,1,,,,,77.26
energy_consumption,customer_observation,3682,CUSTOMER_3682,,residential,Southeast,,52,3,,,,,62.7
energy_consumption,customer_observation,3683,CUSTOMER_3683,,commercial,Northeast,,52,1,,,,,59.72
energy_consumption,customer_observation,3684,CUSTOMER_3684,,residential,Midwest,,45,4,,,,,110.62
energy_consumption,customer_observation,3685,CUSTOMER_3685,,commercial,Northeast,,45,3,,,,,96.82
energy_consumption,customer_observation,3686,CUSTOMER_3686,,residential,Midwest,,24,3,,,,,54.12
energy_consumption,customer_observation,3687,CUSTOMER_3687,,commercial,Northeast,,45,1,,,,,102.67
energy_consumption,customer_observation,3688,CUSTOMER_3688,,residential,North,,77,2,,,,,62.69
energy_consumption,customer_observation,3689,CUSTOMER_3689,,residential,Northeast,,24,2,,,,,58.17
energy_consumption,customer_observation,3690,CUSTOMER_3690,,residential,Northeast,,45,1,,,,,82.13
energy_consumption,customer_observation,3691,CUSTOMER_3691,,commercial,Midwest,,45,3,,,,,56.61
energy_consumption,customer_observation,3692,CUSTOMER_3692,,residential,Midwest,,17,2,,,,,83.44
energy_consumption,customer_observation,3693,CUSTOMER_3693,,commercial,Northeast,,45,1,,,,,96.18
energy_consumption,customer_observation,3694,CUSTOMER_3694,,residential,North,,24,1,,,,,54.96
energy_consumption,customer_observation,3695,CUSTOMER_3695,,residential,Midwest,,45,3,,,,,93.57
energy_consumption,customer_observation,3696,CUSTOMER_3696,,residential,Midwest,,17,2,,,,,72.76
energy_consumption,customer_observation,3697,CUSTOMER_3697,,commercial,South,,77,1,,,,,60.69
energy_consumption,customer_observation,3698,CUSTOMER_3698,,commercial,Midwest,,24,2,,,,,61.54
energy_consumption,customer_observation,3699,CUSTOMER_3699,,commercial,Midwest,,24,1,,,,,99.68
energy_consumption,customer_observation,3700,CUSTOMER_3700,,residential,Midwest,,17,1,,,,,58.18
energy_consumption,customer_observation,3701,CUSTOMER_3701,,residential,South,,77,4,,,,,151.37
energy_consumption,customer_observation,3702,CUSTOMER_3702,,commercial,Southeast,,45,1,,,,,80.45
energy_consumption,customer_observation,3703,CUSTOMER_3703,,residential,Northeast,,45,3,,,,,54.51
energy_consumption,customer_observation,3704,CUSTOMER_3704,,commercial,Northeast,,45,4,,,,,129.32
energy_consumption,customer_observation,3705,CUSTOMER_3705,,commercial,Northeast,,45,3,,,,,94.48
energy_consumption,customer_observation,3706,CUSTOMER_3706,,commercial,Midwest,,17,3,,,,,89.79
energy_consumption,customer_observation,3707,CUSTOMER_3707,,commercial,Midwest,,45,4,,,,,130.65
energy_consumption,customer_observation,3708,CUSTOMER_3708,,residential,Midwest,,24,2,,,,,96.66
energy_consumption,customer_observation,3709,CUSTOMER_3709,,residential,North,,77,3,,,,,58.68
energy_consumption,customer_observation,3710,CUSTOMER_3710,,commercial,Midwest,,45,4,,,,,153.73
energy_consumption,customer_observation,3711,CUSTOMER_3711,,residential,Southeast,,45,3,,,,,95.96
energy_consumption,customer_observation,3712,CUSTOMER_3712,,commercial,Northeast,,24,2,,,,,88.87
energy_consumption,customer_observation,3713,CUSTOMER_3713,,commercial,Midwest,,45,2,,,,,94.5
energy_consumption,customer_observation,3714,CUSTOMER_3714,,residential,Midwest,,17,2,,,,,80.42
energy_consumption,customer_observation,3715,CUSTOMER_3715,,commercial,Southeast,,24,2,,,,,87.17
energy_consumption,customer_observation,3716,CUSTOMER_3716,,residential,Southeast,,24,3,,,,,81.29
energy_consumption,customer_observation,3717,CUSTOMER_3717,,residential,Midwest,,45,4,,,,,123.34
energy_consumption,customer_observation,3718,CUSTOMER_3718,,residential,Midwest,,45,3,,,,,81.71
energy_consumption,customer_observation,3719,CUSTOMER_3719,,residential,Southeast,,24,2,,,,,65.72
energy_consumption,customer_observation,3720,CUSTOMER_3720,,residential,Midwest,,17,3,,,,,75.11
energy_consumption,customer_observation,3721,CUSTOMER_3721,,residential,Northeast,,45,1,,,,,66.92
energy_consumption,customer_observation,3722,CUSTOMER_3722,,commercial,Midwest,,45,3,,,,,58.81
energy_consumption,customer_observation,3723,CUSTOMER_3723,,commercial,Northeast,,24,1,,,,,69.03
energy_consumption,customer_observation,3724,CUSTOMER_3724,,residential,Northeast,,24,2,,,,,96.25
energy_consumption,customer_observation,3725,CUSTOMER_3725,,residential,Southeast,,77,2,,,,,72.07
energy_consumption,customer_observation,3726,CUSTOMER_3726,,commercial,Midwest,,77,3,,,,,90.91
energy_consumption,customer_observation,3727,CUSTOMER_3727,,residential,Midwest,,77,2,,,,,61.5
energy_consumption,customer_observation,3728,CUSTOMER_3728,,residential,Northeast,,52,3,,,,,74.29
energy_consumption,customer_observation,3729,CUSTOMER_3729,,residential,Northeast,,24,3,,,,,58.4
energy_consumption,customer_observation,3730,CUSTOMER_3730,,residential,Northeast,,24,3,,,,,59.62
energy_consumption,customer_observation,3731,CUSTOMER_3731,,residential,Northeast,,24,3,,,,,84.21
energy_consumption,customer_observation,3732,CUSTOMER_3732,,commercial,Midwest,,24,1,,,,,83.69
energy_consumption,customer_observation,3733,CUSTOMER_3733,,residential,Northeast,,77,1,,,,,63.46
energy_consumption,customer_observation,3734,CUSTOMER_3734,,residential,Midwest,,45,2,,,,,76.86
energy_consumption,customer_observation,3735,CUSTOMER_3735,,residential,Northeast,,45,4,,,,,151.18
energy_consumption,customer_observation,3736,CUSTOMER_3736,,residential,South,,24,1,,,,,61.45
energy_consumption,customer_observation,3737,CUSTOMER_3737,,commercial,Northeast,,77,4,,,,,104.91
energy_consumption,customer_observation,3738,CUSTOMER_3738,,commercial,North,,52,4,,,,,139.6
energy_consumption,customer_observation,3739,CUSTOMER_3739,,commercial,North,,24,2,,,,,55.25
energy_consumption,customer_observation,3740,CUSTOMER_3740,,residential,Midwest,,52,2,,,,,102.82
energy_consumption,customer_observation,3741,CUSTOMER_3741,,commercial,Midwest,,24,3,,,,,83.8
energy_consumption,customer_observation,3742,CUSTOMER_3742,,commercial,Midwest,,17,3,,,,,76.65
energy_consumption,customer_observation,3743,CUSTOMER_3743,,commercial,Midwest,,45,3,,,,,74.58
energy_consumption,customer_observation,3744,CUSTOMER_3744,,residential,North,,45,3,,,,,81.93
energy_consumption,customer_observation,3745,CUSTOMER_3745,,residential,Midwest,,17,3,,,,,57.15
energy_consumption,customer_observation,3746,CUSTOMER_3746,,residential,Midwest,,24,3,,,,,100.26
energy_consumption,customer_observation,3747,CUSTOMER_3747,,commercial,North,,77,1,,,,,84.63
energy_consumption,customer_observation,3748,CUSTOMER_3748,,residential,North,,45,4,,,,,113.94
energy_consumption,customer_observation,3749,CUSTOMER_3749,,residential,North,,45,2,,,,,81.39
energy_consumption,customer_observation,3750,CUSTOMER_3750,,commercial,North,,24,2,,,,,59.34
energy_consumption,customer_observation,3751,CUSTOMER_3751,,commercial,Midwest,,17,3,,,,,53.4
energy_consumption,customer_observation,3752,CUSTOMER_3752,,commercial,Northeast,,24,1,,,,,84.88
energy_consumption,customer_observation,3753,CUSTOMER_3753,,residential,Northeast,,24,3,,,,,85.8
energy_consumption,customer_observation,3754,CUSTOMER_3754,,commercial,Northeast,,24,1,,,,,82.47
energy_consumption,customer_observation,3755,CUSTOMER_3755,,residential,South,,24,1,,,,,61.92
energy_consumption,customer_observation,3756,CUSTOMER_3756,,residential,Southeast,,45,4,,,,,136.93
energy_consumption,customer_observation,3757,CUSTOMER_3757,,residential,Northeast,,24,2,,,,,55.4
energy_consumption,customer_observation,3758,CUSTOMER_3758,,residential,Northeast,,52,2,,,,,83.78
energy_consumption,customer_observation,3759,CUSTOMER_3759,,residential,Northeast,,24,1,,,,,80.95
energy_consumption,customer_observation,3760,CUSTOMER_3760,,commercial,Midwest,,45,2,,,,,86.15
energy_consumption,customer_observation,3761,CUSTOMER_3761,,residential,North,,17,1,,,,,98.48
energy_consumption,customer_observation,3762,CUSTOMER_3762,,commercial,Midwest,,45,1,,,,,96.17
energy_consumption,customer_observation,3763,CUSTOMER_3763,,residential,Midwest,,17,1,,,,,102.86
energy_consumption,customer_observation,3764,CUSTOMER_3764,,residential,Southeast,,77,2,,,,,102.63
energy_consumption,customer_observation,3765,CUSTOMER_3765,,residential,Northeast,,45,3,,,,,92.16
energy_consumption,customer_observation,3766,CUSTOMER_3766,,residential,Southeast,,45,2,,,,,101.61
energy_consumption,customer_observation,3767,CUSTOMER_3767,,residential,Midwest,,17,3,,,,,97.04
energy_consumption,customer_observation,3768,CUSTOMER_3768,,residential,North,,45,2,,,,,89.86
energy_consumption,customer_observation,3769,CUSTOMER_3769,,residential,Northeast,,45,4,,,,,107.99
energy_consumption,customer_observation,3770,CUSTOMER_3770,,residential,Northeast,,24,2,,,,,55.02
energy_consumption,customer_observation,3771,CUSTOMER_3771,,residential,Northeast,,45,4,,,,,149.77
energy_consumption,customer_observation,3772,CUSTOMER_3772,,commercial,Northeast,,52,4,,,,,130.7
energy_consumption,customer_observation,3773,CUSTOMER_3773,,residential,Midwest,,45,4,,,,,148.51
energy_consumption,customer_observation,3774,CUSTOMER_3774,,commercial,Midwest,,52,4,,,,,121.01
energy_consumption,customer_observation,3775,CUSTOMER_3775,,commercial,South,,52,3,,,,,72.92
energy_consumption,customer_observation,3776,CUSTOMER_3776,,commercial,North,,77,1,,,,,88.45
energy_consumption,customer_observation,3777,CUSTOMER_3777,,commercial,South,,45,3,,,,,99.5
energy_consumption,customer_observation,3778,CUSTOMER_3778,,residential,Northeast,,45,1,,,,,57.01
energy_consumption,customer_observation,3779,CUSTOMER_3779,,commercial,Midwest,,45,1,,,,,96.74
energy_consumption,customer_observation,3780,CUSTOMER_3780,,commercial,Northeast,,45,2,,,,,93.22
energy_consumption,customer_observation,3781,CUSTOMER_3781,,residential,North,,77,2,,,,,68.7
energy_consumption,customer_observation,3782,CUSTOMER_3782,,residential,Southeast,,17,2,,,,,70.74
energy_consumption,customer_observation,3783,CUSTOMER_3783,,residential,Northeast,,24,2,,,,,54.89
energy_consumption,customer_observation,3784,CUSTOMER_3784,,commercial,Midwest,,24,2,,,,,53.31
energy_consumption,customer_observation,3785,CUSTOMER_3785,,commercial,Midwest,,24,3,,,,,76.99
energy_consumption,customer_observation,3786,CUSTOMER_3786,,residential,Midwest,,24,3,,,,,57.41
energy_consumption,customer_observation,3787,CUSTOMER_3787,,residential,Midwest,,45,4,,,,,114.49
energy_consumption,customer_observation,3788,CUSTOMER_3788,,residential,Midwest,,17,3,,,,,95.98
energy_consumption,customer_observation,3789,CUSTOMER_3789,,residential,North,,45,3,,,,,81.82
energy_consumption,customer_observation,3790,CUSTOMER_3790,,commercial,Midwest,,45,2,,,,,85.04
energy_consumption,customer_observation,3791,CUSTOMER_3791,,residential,Southeast,,24,3,,,,,62.13
energy_consumption,customer_observation,3792,CUSTOMER_3792,,residential,North,,24,3,,,,,95.05
energy_consumption,customer_observation,3793,CUSTOMER_3793,,residential,North,,45,4,,,,,151.43
energy_consumption,customer_observation,3794,CUSTOMER_3794,,commercial,Midwest,,45,1,,,,,79.37
energy_consumption,customer_observation,3795,CUSTOMER_3795,,residential,Midwest,,52,2,,,,,99.36
energy_consumption,customer_observation,3796,CUSTOMER_3796,,commercial,Midwest,,52,3,,,,,95.88
energy_consumption,customer_observation,3797,CUSTOMER_3797,,residential,North,,77,3,,,,,90.05
energy_consumption,customer_observation,3798,CUSTOMER_3798,,residential,Midwest,,45,4,,,,,144.09
energy_consumption,customer_observation,3799,CUSTOMER_3799,,residential,North,,77,3,,,,,57.91
energy_consumption,customer_observation,3800,CUSTOMER_3800,,residential,Midwest,,52,2,,,,,66.41
energy_consumption,customer_observation,3801,CUSTOMER_3801,,residential,Midwest,,52,3,,,,,55.93
energy_consumption,customer_observation,3802,CUSTOMER_3802,,commercial,Northeast,,17,1,,,,,52.95
energy_consumption,customer_observation,3803,CUSTOMER_3803,,commercial,Midwest,,77,2,,,,,60.63
energy_consumption,customer_observation,3804,CUSTOMER_3804,,commercial,South,,45,1,,,,,97.71
energy_consumption,customer_observation,3805,CUSTOMER_3805,,residential,Midwest,,45,4,,,,,117.01
energy_consumption,customer_observation,3806,CUSTOMER_3806,,commercial,Southeast,,17,2,,,,,102.32
energy_consumption,customer_observation,3807,CUSTOMER_3807,,residential,Midwest,,24,3,,,,,83.17
energy_consumption,customer_observation,3808,CUSTOMER_3808,,residential,Midwest,,24,2,,,,,64.68
energy_consumption,customer_observation,3809,CUSTOMER_3809,,residential,North,,24,2,,,,,78.03
energy_consumption,customer_observation,3810,CUSTOMER_3810,,residential,North,,17,2,,,,,63.75
energy_consumption,customer_observation,3811,CUSTOMER_3811,,commercial,Northeast,,52,1,,,,,103.03
energy_consumption,customer_observation,3812,CUSTOMER_3812,,residential,Midwest,,17,2,,,,,96.01
energy_consumption,customer_observation,3813,CUSTOMER_3813,,residential,Southeast,,24,3,,,,,53.85
energy_consumption,customer_observation,3814,CUSTOMER_3814,,residential,Northeast,,24,2,,,,,101.17
energy_consumption,customer_observation,3815,CUSTOMER_3815,,residential,Midwest,,45,2,,,,,89.53
energy_consumption,customer_observation,3816,CUSTOMER_3816,,residential,Midwest,,24,3,,,,,56.73
energy_consumption,customer_observation,3817,CUSTOMER_3817,,residential,Midwest,,24,3,,,,,86.94
energy_consumption,customer_observation,3818,CUSTOMER_3818,,commercial,Northeast,,45,1,,,,,85.72
energy_consumption,customer_observation,3819,CUSTOMER_3819,,commercial,Midwest,,45,3,,,,,63.73
energy_consumption,customer_observation,3820,CUSTOMER_3820,,residential,Northeast,,17,3,,,,,91.45
energy_consumption,customer_observation,3821,CUSTOMER_3821,,residential,North,,24,3,,,,,56.97
energy_consumption,customer_observation,3822,CUSTOMER_3822,,residential,South,,24,2,,,,,77.63
energy_consumption,customer_observation,3823,CUSTOMER_3823,,commercial,North,,77,1,,,,,53.01
energy_consumption,customer_observation,3824,CUSTOMER_3824,,residential,North,,24,3,,,,,102.24
energy_consumption,customer_observation,3825,CUSTOMER_3825,,residential,Southeast,,45,3,,,,,91.09
energy_consumption,customer_observation,3826,CUSTOMER_3826,,residential,Northeast,,24,3,,,,,60.66
energy_consumption,customer_observation,3827,CUSTOMER_3827,,residential,Midwest,,45,2,,,,,70.04
energy_consumption,customer_observation,3828,CUSTOMER_3828,,residential,Northeast,,17,2,,,,,60.74
energy_consumption,customer_observation,3829,CUSTOMER_3829,,commercial,Northeast,,17,1,,,,,91.87
energy_consumption,customer_observation,3830,CUSTOMER_3830,,residential,Northeast,,45,4,,,,,107.09
energy_consumption,customer_observation,3831,CUSTOMER_3831,,residential,Northeast,,24,1,,,,,95.65
energy_consumption,customer_observation,3832,CUSTOMER_3832,,commercial,Midwest,,17,2,,,,,100.88
energy_consumption,customer_observation,3833,CUSTOMER_3833,,commercial,Midwest,,45,3,,,,,87.24
energy_consumption,customer_observation,3834,CUSTOMER_3834,,residential,Midwest,,77,3,,,,,63.44
energy_consumption,customer_observation,3835,CUSTOMER_3835,,residential,South,,24,1,,,,,70.99
energy_consumption,customer_observation,3836,CUSTOMER_3836,,residential,North,,45,3,,,,,77.01
energy_consumption,customer_observation,3837,CUSTOMER_3837,,commercial,Midwest,,77,2,,,,,83.55
energy_consumption,customer_observation,3838,CUSTOMER_3838,,residential,Midwest,,52,1,,,,,86.84
energy_consumption,customer_observation,3839,CUSTOMER_3839,,commercial,South,,45,4,,,,,134.24
energy_consumption,customer_observation,3840,CUSTOMER_3840,,commercial,North,,45,2,,,,,70.54
energy_consumption,customer_observation,3841,CUSTOMER_3841,,residential,Midwest,,17,2,,,,,98.25
energy_consumption,customer_observation,3842,CUSTOMER_3842,,residential,Southeast,,45,3,,,,,56.68
energy_consumption,customer_observation,3843,CUSTOMER_3843,,residential,Northeast,,24,2,,,,,76.44
energy_consumption,customer_observation,3844,CUSTOMER_3844,,residential,Southeast,,24,2,,,,,92.33
energy_consumption,customer_observation,3845,CUSTOMER_3845,,residential,North,,45,4,,,,,107.2
energy_consumption,customer_observation,3846,CUSTOMER_3846,,commercial,Midwest,,17,3,,,,,88.72
energy_consumption,customer_observation,3847,CUSTOMER_3847,,commercial,South,,45,2,,,,,94.59
energy_consumption,customer_observation,3848,CUSTOMER_3848,,residential,Midwest,,45,3,,,,,86.43
energy_consumption,customer_observation,3849,CUSTOMER_3849,,commercial,Midwest,,45,2,,,,,53.16
energy_consumption,customer_observation,3850,CUSTOMER_3850,,residential,North,,17,3,,,,,61.75
energy_consumption,customer_observation,3851,CUSTOMER_3851,,residential,South,,17,3,,,,,70.07
energy_consumption,customer_observation,3852,CUSTOMER_3852,,residential,Midwest,,45,4,,,,,116.67
energy_consumption,customer_observation,3853,CUSTOMER_3853,,residential,North,,77,1,,,,,101.93
energy_consumption,customer_observation,3854,CUSTOMER_3854,,commercial,Midwest,,17,2,,,,,85.96
energy_consumption,customer_observation,3855,CUSTOMER_3855,,commercial,Midwest,,24,2,,,,,67.75
energy_consumption,customer_observation,3856,CUSTOMER_3856,,residential,North,,52,1,,,,,100.24
energy_consumption,customer_observation,3857,CUSTOMER_3857,,residential,Northeast,,17,3,,,,,90.53
energy_consumption,customer_observation,3858,CUSTOMER_3858,,residential,North,,52,3,,,,,67.11
energy_consumption,customer_observation,3859,CUSTOMER_3859,,residential,Midwest,,45,4,,,,,124.63
energy_consumption,customer_observation,3860,CUSTOMER_3860,,commercial,Midwest,,45,4,,,,,114.79
energy_consumption,customer_observation,3861,CUSTOMER_3861,,commercial,Midwest,,24,1,,,,,102.36
energy_consumption,customer_observation,3862,CUSTOMER_3862,,residential,Southeast,,24,1,,,,,79.06
energy_consumption,customer_observation,3863,CUSTOMER_3863,,residential,Southeast,,24,3,,,,,98.51
energy_consumption,customer_observation,3864,CUSTOMER_3864,,residential,Midwest,,52,4,,,,,122.85
energy_consumption,customer_observation,3865,CUSTOMER_3865,,residential,North,,45,3,,,,,96.7
energy_consumption,customer_observation,3866,CUSTOMER_3866,,residential,Midwest,,45,1,,,,,55.27
energy_consumption,customer_observation,3867,CUSTOMER_3867,,residential,Midwest,,45,2,,,,,102.93
energy_consumption,customer_observation,3868,CUSTOMER_3868,,commercial,Midwest,,24,3,,,,,99.33
energy_consumption,customer_observation,3869,CUSTOMER_3869,,commercial,Midwest,,45,1,,,,,71.15
energy_consumption,customer_observation,3870,CUSTOMER_3870,,residential,Northeast,,45,4,,,,,146.32
energy_consumption,customer_observation,3871,CUSTOMER_3871,,residential,South,,45,2,,,,,91.13
energy_consumption,customer_observation,3872,CUSTOMER_3872,,residential,North,,24,2,,,,,98.78
energy_consumption,customer_observation,3873,CUSTOMER_3873,,residential,Midwest,,45,2,,,,,68.28
energy_consumption,customer_observation,3874,CUSTOMER_3874,,commercial,North,,52,4,,,,,129.38
energy_consumption,customer_observation,3875,CUSTOMER_3875,,residential,South,,45,2,,,,,96.92
energy_consumption,customer_observation,3876,CUSTOMER_3876,,residential,North,,17,1,,,,,92.48
energy_consumption,customer_observation,3877,CUSTOMER_3877,,residential,North,,45,3,,,,,72.7
energy_consumption,customer_observation,3878,CUSTOMER_3878,,commercial,Northeast,,24,2,,,,,95.93
energy_consumption,customer_observation,3879,CUSTOMER_3879,,residential,Northeast,,45,2,,,,,54.91
energy_consumption,customer_observation,3880,CUSTOMER_3880,,residential,Northeast,,77,1,,,,,92.66
energy_consumption,customer_observation,3881,CUSTOMER_3881,,residential,Midwest,,45,4,,,,,115.19
energy_consumption,customer_observation,3882,CUSTOMER_3882,,commercial,Midwest,,45,2,,,,,67.19
energy_consumption,customer_observation,3883,CUSTOMER_3883,,commercial,North,,45,1,,,,,77.83
energy_consumption,customer_observation,3884,CUSTOMER_3884,,residential,Northeast,,17,1,,,,,75.59
energy_consumption,customer_observation,3885,CUSTOMER_3885,,commercial,Southeast,,24,3,,,,,79.23
energy_consumption,customer_observation,3886,CUSTOMER_3886,,commercial,Midwest,,77,2,,,,,80.47
energy_consumption,customer_observation,3887,CUSTOMER_3887,,commercial,Midwest,,45,3,,,,,69.52
energy_consumption,customer_observation,3888,CUSTOMER_3888,,residential,Midwest,,17,1,,,,,61.5
energy_consumption,customer_observation,3889,CUSTOMER_3889,,residential,Northeast,,24,2,,,,,91.96
energy_consumption,customer_observation,3890,CUSTOMER_3890,,residential,North,,45,1,,,,,73.04
energy_consumption,customer_observation,3891,CUSTOMER_3891,,commercial,Northeast,,45,1,,,,,78.47
energy_consumption,customer_observation,3892,CUSTOMER_3892,,residential,Southeast,,52,1,,,,,85.61
energy_consumption,customer_observation,3893,CUSTOMER_3893,,commercial,South,,24,2,,,,,99.21
energy_consumption,customer_observation,3894,CUSTOMER_3894,,residential,Midwest,,77,1,,,,,88.83
energy_consumption,customer_observation,3895,CUSTOMER_3895,,commercial,North,,45,1,,,,,54.83
energy_consumption,customer_observation,3896,CUSTOMER_3896,,commercial,North,,45,2,,,,,95.56
energy_consumption,customer_observation,3897,CUSTOMER_3897,,residential,Northeast,,45,3,,,,,103.3
energy_consumption,customer_observation,3898,CUSTOMER_3898,,commercial,Midwest,,17,1,,,,,76.76
energy_consumption,customer_observation,3899,CUSTOMER_3899,,residential,North,,77,4,,,,,157.0
energy_consumption,customer_observation,3900,CUSTOMER_3900,,commercial,South,,17,3,,,,,80.61
energy_consumption,customer_observation,3901,CUSTOMER_3901,,residential,Northeast,,24,3,,,,,76.1
energy_consumption,customer_observation,3902,CUSTOMER_3902,,residential,South,,52,3,,,,,69.52
energy_consumption,customer_observation,3903,CUSTOMER_3903,,commercial,Midwest,,45,3,,,,,86.27
energy_consumption,customer_observation,3904,CUSTOMER_3904,,residential,Midwest,,52,3,,,,,64.3
energy_consumption,customer_observation,3905,CUSTOMER_3905,,commercial,Midwest,,45,3,,,,,57.89
energy_consumption,customer_observation,3906,CUSTOMER_3906,,residential,Midwest,,24,2,,,,,53.9
energy_consumption,customer_observation,3907,CUSTOMER_3907,,residential,Midwest,,77,2,,,,,67.51
energy_consumption,customer_observation,3908,CUSTOMER_3908,,residential,Midwest,,17,3,,,,,72.82
energy_consumption,customer_observation,3909,CUSTOMER_3909,,residential,Midwest,,52,4,,,,,134.12
energy_consumption,customer_observation,3910,CUSTOMER_3910,,residential,South,,24,2,,,,,67.53
energy_consumption,customer_observation,3911,CUSTOMER_3911,,residential,Midwest,,52,2,,,,,103.03
energy_consumption,customer_observation,3912,CUSTOMER_3912,,residential,Midwest,,17,3,,,,,67.48
energy_consumption,customer_observation,3913,CUSTOMER_3913,,residential,Southeast,,45,4,,,,,128.03
energy_consumption,customer_observation,3914,CUSTOMER_3914,,commercial,Northeast,,52,3,,,,,57.8
energy_consumption,customer_observation,3915,CUSTOMER_3915,,commercial,North,,45,4,,,,,118.14
energy_consumption,customer_observation,3916,CUSTOMER_3916,,residential,Midwest,,45,4,,,,,106.51
energy_consumption,customer_observation,3917,CUSTOMER_3917,,commercial,Midwest,,52,1,,,,,81.23
energy_consumption,customer_observation,3918,CUSTOMER_3918,,residential,Southeast,,45,2,,,,,91.07
energy_consumption,customer_observation,3919,CUSTOMER_3919,,commercial,Midwest,,77,3,,,,,62.55
energy_consumption,customer_observation,3920,CUSTOMER_3920,,commercial,Midwest,,45,2,,,,,71.39
energy_consumption,customer_observation,3921,CUSTOMER_3921,,commercial,Midwest,,24,2,,,,,53.35
energy_consumption,customer_observation,3922,CUSTOMER_3922,,residential,North,,17,2,,,,,95.61
energy_consumption,customer_observation,3923,CUSTOMER_3923,,commercial,Midwest,,24,1,,,,,92.55
energy_consumption,customer_observation,3924,CUSTOMER_3924,,residential,Southeast,,17,3,,,,,55.75
energy_consumption,customer_observation,3925,CUSTOMER_3925,,commercial,Northeast,,45,2,,,,,71.24
energy_consumption,customer_observation,3926,CUSTOMER_3926,,residential,Midwest,,24,3,,,,,101.55
energy_consumption,customer_observation,3927,CUSTOMER_3927,,residential,Midwest,,17,2,,,,,72.63
energy_consumption,customer_observation,3928,CUSTOMER_3928,,commercial,Northeast,,17,3,,,,,79.52
energy_consumption,customer_observation,3929,CUSTOMER_3929,,commercial,North,,52,3,,,,,70.74
energy_consumption,customer_observation,3930,CUSTOMER_3930,,residential,South,,45,3,,,,,83.11
energy_consumption,customer_observation,3931,CUSTOMER_3931,,commercial,Northeast,,24,2,,,,,102.73
energy_consumption,customer_observation,3932,CUSTOMER_3932,,residential,Northeast,,52,1,,,,,103.72
energy_consumption,customer_observation,3933,CUSTOMER_3933,,residential,Northeast,,17,3,,,,,92.28
energy_consumption,customer_observation,3934,CUSTOMER_3934,,residential,Midwest,,77,4,,,,,126.02
energy_consumption,customer_observation,3935,CUSTOMER_3935,,residential,Midwest,,45,4,,,,,130.96
energy_consumption,customer_observation,3936,CUSTOMER_3936,,residential,Midwest,,24,1,,,,,70.82
energy_consumption,customer_observation,3937,CUSTOMER_3937,,residential,North,,45,3,,,,,103.11
energy_consumption,customer_observation,3938,CUSTOMER_3938,,residential,Southeast,,45,1,,,,,88.84
energy_consumption,customer_observation,3939,CUSTOMER_3939,,residential,Northeast,,45,3,,,,,75.55
energy_consumption,customer_observation,3940,CUSTOMER_3940,,residential,Northeast,,52,1,,,,,53.12
energy_consumption,customer_observation,3941,CUSTOMER_3941,,commercial,Midwest,,24,3,,,,,79.23
energy_consumption,customer_observation,3942,CUSTOMER_3942,,commercial,Northeast,,24,3,,,,,103.02
energy_consumption,customer_observation,3943,CUSTOMER_3943,,residential,Southeast,,17,1,,,,,79.36
energy_consumption,customer_observation,3944,CUSTOMER_3944,,residential,South,,24,3,,,,,61.87
energy_consumption,customer_observation,3945,CUSTOMER_3945,,residential,Northeast,,24,2,,,,,53.63
energy_consumption,customer_observation,3946,CUSTOMER_3946,,residential,Southeast,,77,3,,,,,70.71
energy_consumption,customer_observation,3947,CUSTOMER_3947,,commercial,Midwest,,17,3,,,,,99.65
energy_consumption,customer_observation,3948,CUSTOMER_3948,,residential,South,,45,2,,,,,103.67
energy_consumption,customer_observation,3949,CUSTOMER_3949,,residential,Northeast,,45,2,,,,,101.04
energy_consumption,customer_observation,3950,CUSTOMER_3950,,residential,Midwest,,52,2,,,,,89.96
energy_consumption,customer_observation,3951,CUSTOMER_3951,,residential,Northeast,,77,1,,,,,81.16
energy_consumption,customer_observation,3952,CUSTOMER_3952,,commercial,Southeast,,45,2,,,,,82.83
energy_consumption,customer_observation,3953,CUSTOMER_3953,,commercial,North,,77,1,,,,,80.18
energy_consumption,customer_observation,3954,CUSTOMER_3954,,residential,Midwest,,45,2,,,,,88.81
energy_consumption,customer_observation,3955,CUSTOMER_3955,,residential,Northeast,,77,1,,,,,74.01
energy_consumption,customer_observation,3956,CUSTOMER_3956,,commercial,Northeast,,45,2,,,,,86.86
energy_consumption,customer_observation,3957,CUSTOMER_3957,,commercial,Midwest,,17,2,,,,,58.74
energy_consumption,customer_observation,3958,CUSTOMER_3958,,residential,Southeast,,45,3,,,,,66.14
energy_consumption,customer_observation,3959,CUSTOMER_3959,,residential,Midwest,,45,2,,,,,95.43
energy_consumption,customer_observation,3960,CUSTOMER_3960,,residential,Southeast,,24,3,,,,,98.91
energy_consumption,customer_observation,3961,CUSTOMER_3961,,residential,Northeast,,24,2,,,,,80.18
energy_consumption,customer_observation,3962,CUSTOMER_3962,,residential,Midwest,,45,2,,,,,54.12
