dataset_source,source_grain,source_row_id,cbecs_public_building_id,cbecs_region_code,cbecs_building_activity_code,floor_area_sqft,cbecs_floor_count_code,cbecs_construction_period_code,cbecs_occupancy_code,cbecs_weekly_operating_hours,cbecs_worker_count,cbecs_energy_used_code,cbecs_electricity_used_code,cbecs_natural_gas_used_code,cbecs_fuel_oil_used_code,cbecs_propane_used_code,cbecs_district_steam_used_code,cbecs_district_hot_water_used_code,heating_degree_days,cooling_degree_days,electricity_btu,electricity_consumption_cbecs,electricity_expenditure,natural_gas_btu,natural_gas_consumption_cbecs,natural_gas_expenditure,survey_final_weight
cbecs,building_survey,4474,4474,3,2,6000,1,4,1,40,18,1,1,1,2,2,2,2,3451,1993,365343.0,107076.0,8425.0,475851.0,4584.0,8331.0,1413.09
cbecs,building_survey,4475,4475,3,1,12750,1,7,0,0,0,1,1,1,2,2,2,2,4725,1758,138337.0,40544.0,4571.0,397589.0,3830.0,3752.0,591.56
cbecs,building_survey,4476,4476,2,12,7000,2,7,1,6,1,1,1,1,2,2,2,2,6466,1128,65411.0,19171.0,2786.0,225224.0,2170.0,1798.0,3075.23
cbecs,building_survey,4477,4477,2,14,355000,6,8,1,61,375,1,1,2,2,2,1,2,6098,755,12325497.0,3612397.0,362267.0,,,,18.29
cbecs,building_survey,4478,4478,1,26,260000,3,2,1,100,75,1,1,1,2,2,2,2,5241,1302,14586296.0,4274999.0,382765.0,10032269.0,96650.0,53621.0,14.9
cbecs,building_survey,4479,4479,2,17,29000,1,7,1,168,30,1,1,1,1,2,2,2,6083,1110,1996817.0,585234.0,45828.0,1175622.0,11326.0,8994.0,1414.71
cbecs,building_survey,4480,4480,1,13,385000,5,6,5,84,30,1,1,1,2,2,2,2,6556,797,30661946.0,8986502.0,488521.0,4300662.0,41432.0,14690.0,8.57
cbecs,building_survey,4481,4481,2,14,360000,3,3,1,106,300,1,1,1,1,2,2,2,7532,1072,13914614.0,4078140.0,389658.0,15339213.0,147777.0,71346.0,26.02
cbecs,building_survey,4482,4482,1,16,600000,8,4,1,168,500,1,1,1,1,2,1,2,7546,761,42504431.0,12457336.0,1134736.0,10379673.0,99997.0,55515.0,8.92
cbecs,building_survey,4483,4483,3,5,68000,2,8,1,45,20,1,1,1,2,1,2,2,1276,3575,743064.0,217780.0,19698.0,493279.0,4752.0,4094.0,244.16
cbecs,building_survey,4484,4484,2,14,65000,2,4,1,60,40,1,1,1,2,2,2,2,6682,938,1721627.0,504580.0,60780.0,4226368.0,40716.0,11258.0,278.62
cbecs,building_survey,4485,4485,2,5,6000,1,3,1,20,2,1,1,1,2,2,2,2,8493,771,65444.0,19181.0,638.0,77502.0,747.0,765.0,2990.63
cbecs,building_survey,4486,4486,2,26,2500,1,6,1,44,1,1,1,2,2,2,2,2,5998,1128,31639.0,9273.0,1409.0,,,,2934.43
cbecs,building_survey,4487,4487,3,14,215000,4,8,1,80,140,1,1,1,2,2,2,1,2725,3296,6338762.0,1857785.0,128256.0,33101.0,319.0,566.0,71.98
cbecs,building_survey,4488,4488,2,5,62000,2,5,1,60,40,1,1,1,2,1,2,2,7265,653,802404.0,235171.0,33930.0,669209.0,6447.0,4678.0,118.55
cbecs,building_survey,4489,4489,3,8,7900,1,4,1,45,15,1,1,2,2,2,2,2,3529,2171,412334.0,120848.0,10824.0,,,,1218.03
cbecs,building_survey,4490,4490,3,25,1200,2,2,2,52,4,1,1,2,2,2,2,2,3532,1963,15685.0,4597.0,451.0,,,,14.9
cbecs,building_survey,4491,4491,1,2,210000,3,6,8,66,552,1,1,1,2,2,2,2,6221,875,11981601.0,3511606.0,511291.0,1346300.0,12970.0,10573.0,14.73
cbecs,building_survey,4492,4492,1,2,106000,994,2,11,60,250,1,1,1,2,2,2,2,5514,1050,5124739.0,1501975.0,221969.0,2386474.0,22991.0,19154.0,137.69
cbecs,building_survey,4493,4493,4,23,99000,1,8,11,75,70,1,1,1,2,2,2,2,1610,1441,4674168.0,1369920.0,176098.0,7057671.0,67993.0,37738.0,175.02
cbecs,building_survey,4494,4494,3,12,11500,1,6,1,15,25,1,1,2,2,1,2,2,2230,2170,140025.0,41039.0,5577.0,,,,1489.41
cbecs,building_survey,4495,4495,2,14,275000,3,6,1,100,100,1,1,1,1,2,2,2,9896,678,7618890.0,2232969.0,185866.0,9595601.0,92443.0,34589.0,44.64
cbecs,building_survey,4496,4496,2,14,118000,2,2,1,50,50,1,1,1,2,2,2,2,5951,1253,2721197.0,797537.0,75855.0,2111240.0,20339.0,9831.0,100.08
cbecs,building_survey,4497,4497,3,2,3200,1,8,1,50,6,1,1,2,2,2,2,2,3784,1775,128280.0,37597.0,4486.0,,,,2990.63
cbecs,building_survey,4498,4498,1,1,60000,3,2,0,0,0,1,1,1,2,2,2,2,6036,948,74683.0,21888.0,2377.0,3280872.0,31608.0,22397.0,303.46
cbecs,building_survey,4499,4499,3,14,95000,6,6,1,72,53,1,1,2,2,2,1,2,4190,2064,5940136.0,1740954.0,137405.0,,,,97.52
cbecs,building_survey,4500,4500,4,15,3000,1,9,1,100,15,1,1,1,2,2,2,2,4105,1293,283171.0,82993.0,6502.0,1427561.0,13753.0,6880.0,1218.03
cbecs,building_survey,4501,4501,1,14,210000,2,7,1,40,124,1,1,2,1,2,2,2,6543,539,3835157.0,1124020.0,70726.0,,,,99.04
cbecs,building_survey,4502,4502,2,5,4000,1,4,2,45,4,1,1,1,2,2,2,2,10345,714,61958.0,18159.0,1567.0,314790.0,3033.0,2695.0,2990.63
cbecs,building_survey,4503,4503,3,12,11250,2,3,1,50,2,1,1,1,2,2,2,2,3461,2115,99201.0,29074.0,2993.0,24220.0,233.0,264.0,1413.09
cbecs,building_survey,4504,4504,2,5,32000,1,5,1,50,15,1,1,1,2,2,2,2,5389,1375,397317.0,116447.0,10597.0,374750.0,3610.0,3139.0,611.8
cbecs,building_survey,4505,4505,3,18,82000,4,7,1,168,30,1,1,1,2,1,2,2,1597,3832,4864651.0,1425748.0,113905.0,2261432.0,21786.0,19036.0,417.91
cbecs,building_survey,4506,4506,3,8,140000,3,8,25,12,326,1,1,1,2,2,2,2,3911,1729,16399396.0,4806388.0,486262.0,2708327.0,26092.0,24704.0,12.83
cbecs,building_survey,4507,4507,1,2,210000,995,2,9,168,250,1,1,1,1,2,1,2,5474,1423,7593147.0,2225424.0,231921.0,102615.0,989.0,1785.0,58.26
cbecs,building_survey,4508,4508,3,26,4500,1,6,1,60,2,1,1,1,2,2,2,2,4351,1641,49971.0,14646.0,1464.0,157988.0,1522.0,1714.0,2990.63
cbecs,building_survey,4509,4509,3,17,16500,1,4,1,168,25,1,1,1,1,2,2,2,1704,2701,1585861.0,464789.0,32177.0,972294.0,9367.0,13410.0,1426.39
cbecs,building_survey,4510,4510,3,16,230000,5,8,1,168,450,1,1,1,1,2,1,2,4108,1939,33598209.0,9847072.0,856200.0,30600058.0,294798.0,179905.0,15.85
cbecs,building_survey,4511,4511,3,17,83000,3,8,2,168,20,1,1,1,2,2,2,2,3583,1999,3671374.0,1076018.0,104291.0,1286196.0,12391.0,15003.0,324.59
cbecs,building_survey,4512,4512,2,26,2200,1,7,1,40,0,1,1,1,2,2,2,2,6355,1503,68948.0,20208.0,2247.0,92953.0,896.0,749.0,1472.45
cbecs,building_survey,4513,4513,3,2,9900,1,6,13,168,26,1,1,2,2,2,2,2,4387,2053,136183.0,39913.0,4300.0,,,,3695.52
cbecs,building_survey,4514,4514,3,12,62000,3,6,1,40,10,1,1,1,2,2,2,2,2537,2556,2753431.0,806984.0,62773.0,144116.0,1388.0,1325.0,14.9
cbecs,building_survey,4515,4515,4,18,350000,994,8,1,168,30,1,1,1,2,2,2,2,1368,4499,8489589.0,2488156.0,258591.0,4988088.0,48055.0,46312.0,6.63
cbecs,building_survey,4516,4516,1,5,200000,1,4,2,168,50,1,1,1,1,1,2,2,4885,1274,4947922.0,1450153.0,232923.0,910784.0,8774.0,7108.0,31.35
cbecs,building_survey,4517,4517,4,14,1500,1,6,1,50,6,1,1,1,2,2,2,2,1145,1302,21800.0,6389.0,1609.0,5716.0,55.0,46.0,4384.99
cbecs,building_survey,4518,4518,2,16,1800000,995,7,1,168,3500,1,1,1,2,2,2,2,6886,1236,201274987.0,58990324.0,5529171.0,28232438.0,271989.0,153207.0,8.44
cbecs,building_survey,4519,4519,3,24,240000,2,7,996,112,400,1,1,1,2,2,2,2,3195,2120,9107911.0,2669376.0,258836.0,3179175.0,30628.0,17385.0,9.07
cbecs,building_survey,4520,4520,1,14,150000,2,7,1,45,60,1,1,1,1,2,2,2,6516,676,2335921.0,684619.0,103282.0,6876007.0,66243.0,36920.0,8.74
cbecs,building_survey,4521,4521,4,26,1800,1,4,2,60,4,1,1,2,2,2,2,2,1517,3480,143160.0,41958.0,3600.0,,,,2934.43
cbecs,building_survey,4522,4522,3,14,23250,2,6,1,50,10,1,1,1,2,2,2,2,3322,2411,387896.0,113686.0,9807.0,703438.0,6777.0,5742.0,329.67
cbecs,building_survey,4523,4523,3,8,2100,1,2,1,50,6,1,1,2,2,2,2,2,2377,2569,100211.0,29370.0,3810.0,,,,1218.03
cbecs,building_survey,4524,4524,3,25,205000,1,8,5,168,150,1,1,1,2,2,2,2,2962,1906,15853614.0,4646428.0,338910.0,2183437.0,21035.0,25061.0,14.67
cbecs,building_survey,4525,4525,4,18,50000,2,5,1,168,3,1,1,1,2,2,2,2,5745,323,995376.0,291728.0,31769.0,791898.0,7629.0,5431.0,587.89
cbecs,building_survey,4526,4526,1,18,55000,994,9,1,168,15,1,1,1,1,2,2,2,4664,1309,1355675.0,397326.0,42874.0,1504657.0,14496.0,18798.0,332.94
cbecs,building_survey,4527,4527,3,1,2400,2,6,1,0,0,1,1,2,2,2,2,2,1128,3868,1494.0,438.0,160.0,,,,2990.63
cbecs,building_survey,4528,4528,2,18,1500,4,7,1,168,2,1,1,1,2,2,2,2,5124,1700,26226.0,7686.0,978.0,147209.0,1418.0,1348.0,3075.23
cbecs,building_survey,4529,4529,4,13,1000000,5,2,6,30,200,1,1,1,1,1,2,2,639,2156,17734716.0,5197748.0,845393.0,17153113.0,165252.0,109677.0,15.06
cbecs,building_survey,4530,4530,3,2,78000,2,9,2,168,130,1,1,1,1,2,2,2,2121,2004,6653618.0,1950064.0,142965.0,1404883.0,13535.0,11356.0,56.43
cbecs,building_survey,4531,4531,3,14,45000,2,5,1,45,20,1,1,1,2,2,2,2,3580,2266,708607.0,207681.0,31071.0,741415.0,7143.0,7365.0,599.15
cbecs,building_survey,4532,4532,3,25,8500,1,6,1,84,5,1,1,2,2,2,2,2,2274,3253,202830.0,59446.0,3330.0,,,,2990.63
cbecs,building_survey,4533,4533,2,12,6100,2,2,1,7,10,1,1,1,2,2,2,2,6265,954,60658.0,17778.0,3945.0,252068.0,2428.0,2197.0,1531.55
cbecs,building_survey,4534,4534,4,8,110000,3,9,1,50,75,1,1,1,2,2,2,2,2278,1228,7890129.0,2312465.0,425156.0,8191577.0,78917.0,77564.0,75.26
cbecs,building_survey,4535,4535,4,2,2000,1,8,1,40,5,1,1,1,2,2,2,2,7706,242,15963.0,4678.0,613.0,146976.0,1416.0,966.0,183.95
cbecs,building_survey,4536,4536,3,14,118000,4,5,1,90,125,1,1,1,1,2,1,2,4394,1940,5971391.0,1750115.0,131684.0,1663775.0,16029.0,8481.0,97.52
cbecs,building_survey,4537,4537,3,7,370000,3,8,1,168,180,1,1,1,1,2,2,2,5127,1232,17867425.0,5236643.0,390841.0,20718431.0,199600.0,139398.0,50.03
cbecs,building_survey,4538,4538,2,13,2800,3,2,1,24,1,1,1,2,2,1,2,2,6174,1253,49610.0,14540.0,1546.0,,,,1429.19
cbecs,building_survey,4539,4539,3,14,182000,1,8,1,75,75,1,1,2,2,2,2,2,1179,3880,13848452.0,4058749.0,241901.0,,,,99.38
cbecs,building_survey,4540,4540,2,2,415000,9,8,20,168,4000,1,1,1,1,2,2,2,7652,733,11847648.0,3472347.0,322891.0,3070417.0,29580.0,19676.0,15.06
cbecs,building_survey,4541,4541,3,13,330000,2,6,25,168,1500,1,1,1,1,2,2,1,1464,3623,19140290.0,5609698.0,483126.0,3891369.0,37489.0,21053.0,10.17
cbecs,building_survey,4542,4542,1,25,19000,3,2,3,67,6,1,1,1,2,1,2,2,5183,1178,438724.0,128583.0,13475.0,963032.0,9278.0,8519.0,621.37
cbecs,building_survey,4543,4543,3,2,62000,7,5,22,90,100,1,1,2,2,2,2,2,5415,1465,4860996.0,1424676.0,123641.0,,,,234.86
cbecs,building_survey,4544,4544,2,8,134000,6,8,6,60,250,1,1,2,1,2,2,2,5313,1903,10334408.0,3028842.0,262586.0,,,,66.02
cbecs,building_survey,4545,4545,2,2,2500,1,4,1,35,3,1,1,1,2,2,2,2,5090,1550,166727.0,48865.0,4845.0,2449.0,24.0,99.0,1472.45
cbecs,building_survey,4546,4546,2,2,5000,2,7,1,24,6,1,1,1,2,2,2,2,9051,679,57162.0,16753.0,2087.0,115942.0,1117.0,1215.0,3480.09
cbecs,building_survey,4547,4547,2,1,350000,4,2,0,0,0,1,1,2,1,2,2,2,5865,1095,15354333.0,4500098.0,404767.0,,,,10.17
cbecs,building_survey,4548,4548,4,23,94000,1,8,7,119,116,1,1,1,2,2,2,2,1375,4159,10083765.0,2955382.0,208279.0,4443554.0,42809.0,19744.0,175.02
cbecs,building_survey,4549,4549,2,5,182000,1,5,1,40,22,1,1,1,2,1,2,2,6070,1051,1867497.0,547332.0,70653.0,1936848.0,18659.0,13539.0,237.36
cbecs,building_survey,4550,4550,4,7,1100,1,7,1,168,6,1,1,2,2,2,2,2,2794,2469,60808.0,17822.0,1386.0,,,,2528.63
cbecs,building_survey,4551,4551,2,14,260000,4,2,1,60,50,1,1,1,2,2,2,2,4757,1276,4999553.0,1465285.0,161039.0,5258722.0,50662.0,27712.0,45.1
cbecs,building_survey,4552,4552,2,25,2000,1,4,1,55,3,1,1,1,2,2,2,2,9621,672,71571.0,20976.0,2551.0,153449.0,1478.0,1506.0,2990.63
cbecs,building_survey,4553,4553,4,25,43000,1,8,1,52,12,1,1,2,2,2,2,2,1595,4530,950435.0,278557.0,34158.0,,,,240.4
cbecs,building_survey,4554,4554,4,5,5000,1,7,1,50,3,1,1,2,2,2,2,2,5621,706,116205.0,34058.0,1776.0,,,,6921.06
cbecs,building_survey,4555,4555,2,2,1800000,995,5,4,72,1200,1,1,2,2,2,1,2,7051,937,42187437.0,12364431.0,1405902.0,,,,6.59
cbecs,building_survey,4556,4556,2,2,56000,3,9,1,50,200,1,1,1,1,2,2,2,7162,637,1245103.0,364919.0,26300.0,263467.0,2538.0,1364.0,11.33
cbecs,building_survey,4557,4557,3,13,2150,1,8,1,112,0,1,1,2,2,2,2,2,2950,2610,363837.0,106635.0,6936.0,,,,4384.99
cbecs,building_survey,4558,4558,1,2,1500000,995,4,16,60,2500,1,1,2,1,2,1,2,4851,1423,34724497.0,10177168.0,1878640.0,,,,14.9
cbecs,building_survey,4559,4559,3,18,200000,994,6,1,168,50,1,1,1,1,1,2,2,3233,1803,10976906.0,3217147.0,312973.0,7209896.0,69459.0,45135.0,9.01
cbecs,building_survey,4560,4560,3,14,1600,1,7,1,30,2,1,1,2,2,2,2,2,1570,3606,53611.0,15712.0,1819.0,,,,3850.95
cbecs,building_survey,4561,4561,2,14,340000,3,7,1,98,135,1,1,1,1,2,2,2,5681,1150,12882853.0,3775748.0,373256.0,6510620.0,62723.0,30038.0,8.93
cbecs,building_survey,4562,4562,3,14,250000,2,3,1,40,300,1,1,1,2,2,2,2,3397,2211,7433901.0,2178752.0,200735.0,4200405.0,40466.0,20752.0,78.39
cbecs,building_survey,4563,4563,4,16,800000,2,2,4,168,700,1,1,1,1,2,2,2,3783,995,25272853.0,7407050.0,557678.0,47713438.0,459667.0,96717.0,71.71
cbecs,building_survey,4564,4564,4,24,2100000,2,5,996,76,150,1,1,1,2,2,2,2,2654,79,54018261.0,15831847.0,2572507.0,28047730.0,270209.0,273837.0,9.16
cbecs,building_survey,4565,4565,4,5,118000,2,7,1,100,50,1,1,1,2,2,2,2,4161,1565,878534.0,257484.0,27456.0,2748025.0,26474.0,21636.0,31.35
cbecs,building_survey,4566,4566,3,12,70000,3,7,1,55,50,1,1,1,2,2,2,2,2860,2160,932528.0,273308.0,38103.0,863940.0,8323.0,7190.0,14.9
cbecs,building_survey,4567,4567,4,23,5400,1,4,3,75,5,1,1,1,2,2,2,2,2158,286,654862.0,191929.0,25322.0,342019.0,3295.0,2927.0,4740.75
cbecs,building_survey,4568,4568,2,2,36500,1,6,1,168,50,1,1,1,2,2,2,2,6811,811,2986598.0,875322.0,75293.0,1698357.0,16362.0,13269.0,451.56
cbecs,building_survey,4569,4569,4,13,152000,3,7,1,30,3,1,1,1,2,2,2,2,3176,2072,5875747.0,1722083.0,122226.0,2523405.0,24310.0,16496.0,102.37
cbecs,building_survey,4570,4570,2,26,34000,1,8,1,144,35,1,1,2,1,2,2,2,8771,700,2419551.0,709130.0,74786.0,,,,1748.0
cbecs,building_survey,4571,4571,2,2,245000,4,5,5,50,500,1,1,1,2,2,2,2,6652,1091,2386646.0,699486.0,59176.0,9468413.0,91218.0,44335.0,6.59
cbecs,building_survey,4572,4572,3,5,67000,1,3,1,45,5,1,1,1,2,2,2,2,3724,2047,360453.0,105643.0,13494.0,1816400.0,17499.0,15324.0,14.67
cbecs,building_survey,4573,4573,1,18,3050,2,7,1,168,1,1,1,2,2,2,2,2,6198,1044,51287.0,15031.0,1175.0,,,,1421.48
cbecs,building_survey,4574,4574,3,2,500001,2,7,1,168,800,1,1,1,1,1,2,2,4197,1634,112767550.0,33050278.0,2839495.0,43708097.0,421080.0,234113.0,25.2
cbecs,building_survey,4575,4575,2,5,80000,2,9,1,50,30,1,1,1,2,2,2,2,6045,1026,810467.0,237534.0,29339.0,1421203.0,13692.0,8309.0,611.8
cbecs,building_survey,4576,4576,1,26,1800,3,2,1,58,7,1,1,2,1,2,2,2,5464,1292,126319.0,37022.0,5360.0,,,,2934.43
cbecs,building_survey,4577,4577,4,5,6000,1,3,2,50,5,1,1,1,2,2,2,2,909,2047,103229.0,30255.0,6575.0,17027.0,164.0,346.0,1265.79
cbecs,building_survey,4578,4578,3,2,3200,1,8,1,32,4,1,1,2,2,2,2,2,4504,1732,67223.0,19702.0,2325.0,,,,2800.45
cbecs,building_survey,4579,4579,2,14,17250,1,9,1,50,2,1,1,2,2,1,2,2,7686,1118,500725.0,146754.0,13029.0,,,,374.59
cbecs,building_survey,4580,4580,2,8,330000,994,6,4,85,499,1,1,1,1,2,2,2,5693,1272,25892303.0,7588600.0,647950.0,24055867.0,231752.0,130399.0,8.85
cbecs,building_survey,4581,4581,3,2,295000,994,2,8,168,350,1,1,1,1,2,2,2,4851,1681,27428752.0,8038907.0,693487.0,1935769.0,18649.0,15403.0,14.9
cbecs,building_survey,4582,4582,3,5,20000,1,7,3,10,1,2,2,2,2,2,2,2,2013,2810,,,,,,,1871.1
cbecs,building_survey,4583,4583,4,26,2100,1,5,1,40,1,1,1,1,2,2,2,2,3585,2000,34778.0,10193.0,799.0,75573.0,728.0,656.0,2934.43
cbecs,building_survey,4584,4584,4,13,42000,1,9,1,60,45,1,1,1,2,2,2,2,1317,4513,1812589.0,531239.0,54233.0,1424104.0,13720.0,10025.0,240.4
cbecs,building_survey,4585,4585,2,12,30000,2,2,1,8,2,1,1,2,2,1,2,2,6233,1156,247629.0,72576.0,6573.0,,,,1531.55
cbecs,building_survey,4586,4586,2,12,5000,2,2,1,6,3,1,1,2,2,1,2,2,4897,1801,66840.0,19590.0,2152.0,,,,2990.63
cbecs,building_survey,4587,4587,3,17,120000,9,4,3,168,55,1,1,1,1,2,2,2,4135,1793,7071850.0,2072641.0,207533.0,8244152.0,79423.0,41503.0,97.52
cbecs,building_survey,4588,4588,3,13,56000,1,7,1,168,10,1,1,1,2,2,2,2,1472,3026,1635655.0,479383.0,63985.0,539005.0,5193.0,2971.0,419.36
cbecs,building_survey,4589,4589,3,13,20750,1,7,1,40,1,1,1,2,2,2,2,2,3675,1891,1986725.0,582276.0,43154.0,,,,580.45
cbecs,building_survey,4590,4590,4,7,17000,2,6,1,168,5,1,1,1,2,2,2,2,5041,761,396436.0,116189.0,8997.0,510252.0,4916.0,3696.0,1218.58
cbecs,building_survey,4591,4591,4,2,4250,2,3,1,40,4,1,1,1,2,2,2,2,9433,239,313828.0,91978.0,7213.0,98192.0,946.0,950.0,460.31
cbecs,building_survey,4592,4592,2,12,132000,2,8,1,100,55,1,1,1,2,2,2,2,7081,911,5312711.0,1557067.0,107170.0,5745799.0,55355.0,35213.0,125.04
cbecs,building_survey,4593,4593,3,13,600000,3,7,100,168,1500,1,1,1,1,1,1,2,1396,3661,25981109.0,7614627.0,667788.0,8798214.0,84761.0,47584.0,10.17
cbecs,building_survey,4594,4594,3,25,1600,1,8,1,24,1,1,1,2,2,2,2,2,4143,1970,30054.0,8808.0,1303.0,,,,2990.63
cbecs,building_survey,4595,4595,2,16,340000,4,7,1,168,150,1,1,1,1,2,2,2,6213,717,36234733.0,10619793.0,907120.0,35588529.0,342857.0,180128.0,44.15
cbecs,building_survey,4596,4596,3,13,146000,2,4,3,16,50,1,1,1,1,2,1,2,4719,1551,3483853.0,1021059.0,75161.0,8648216.0,83316.0,36359.0,50.81
cbecs,building_survey,4597,4597,1,14,148000,994,2,2,112,76,1,1,1,1,2,2,2,6484,864,9066353.0,2657196.0,430089.0,1339236.0,12902.0,15050.0,6.66
cbecs,building_survey,4598,4598,4,26,63000,2,8,1,40,28,1,1,2,2,2,2,2,1129,1877,5246064.0,1537533.0,196108.0,,,,118.55
cbecs,building_survey,4599,4599,4,12,11250,2,2,1,60,1,1,1,1,2,2,2,2,7492,245,112960.0,33107.0,2901.0,710200.0,6842.0,5792.0,1441.01
cbecs,building_survey,4600,4600,1,17,52000,2,4,1,168,27,1,1,1,2,1,2,2,7635,808,1447003.0,424092.0,35928.0,5181411.0,49917.0,28164.0,99.04
cbecs,building_survey,4601,4601,2,14,77000,2,4,1,50,60,1,1,1,2,2,2,2,6077,1419,1681818.0,492913.0,43224.0,3559111.0,34288.0,16155.0,306.64
cbecs,building_survey,4602,4602,4,14,88000,4,7,1,90,44,1,1,2,1,2,2,1,882,1719,1917099.0,561870.0,72276.0,,,,341.69
cbecs,building_survey,4603,4603,1,14,108000,6,2,2,66,80,1,1,1,1,2,2,2,3919,1511,4374471.0,1282084.0,115960.0,4428974.0,42668.0,31971.0,8.84
cbecs,building_survey,4604,4604,3,12,56000,3,7,1,80,75,1,1,1,2,2,2,2,3094,2251,1473849.0,431960.0,45785.0,237265.0,2286.0,1829.0,117.32
cbecs,building_survey,4605,4605,2,12,4800,2,3,1,16,1,1,1,1,2,2,2,2,5243,1683,95604.0,28020.0,5347.0,303840.0,2927.0,2760.0,3414.19
cbecs,building_survey,4606,4606,4,25,205000,1,8,4,168,150,1,1,1,2,2,2,2,4086,1786,16231524.0,4757188.0,332430.0,6482814.0,62455.0,56503.0,61.68
cbecs,building_survey,4607,4607,1,14,138000,3,5,1,30,40,1,1,1,2,2,2,2,6466,790,2306675.0,676048.0,64205.0,4680825.0,45095.0,36289.0,99.04
cbecs,building_survey,4608,4608,4,91,170000,1,6,1,168,70,1,1,1,2,2,2,2,2252,258,33699298.0,9876699.0,1449342.0,8220830.0,79199.0,82991.0,125.92
cbecs,building_survey,4609,4609,1,2,110000,3,9,1,40,510,1,1,1,1,2,2,2,6701,719,3558016.0,1042795.0,159887.0,1835872.0,17687.0,9793.0,117.32
cbecs,building_survey,4610,4610,1,14,230000,5,9,1,84,125,1,1,1,1,2,2,2,6346,798,7940576.0,2327250.0,214627.0,1708529.0,16460.0,13477.0,9.17
cbecs,building_survey,4611,4611,3,1,12000,1,6,0,0,0,1,1,2,2,2,2,2,1053,3359,14506.0,4251.0,699.0,,,,8.84
cbecs,building_survey,4612,4612,3,14,75000,1,4,1,35,80,1,1,1,2,2,2,2,2491,2167,2531200.0,741852.0,64084.0,1292173.0,12449.0,9637.0,1298.81
cbecs,building_survey,4613,4613,4,2,300000,995,8,25,54,700,1,1,1,1,2,2,2,949,881,10193371.0,2987506.0,570081.0,1436713.0,13841.0,9965.0,9.11
cbecs,building_survey,4614,4614,4,18,2100000,995,8,55,168,3500,1,1,1,1,2,2,2,1749,3891,273744469.0,80229915.0,5533637.0,260575942.0,2510366.0,1150020.0,8.87
cbecs,building_survey,4615,4615,4,13,20000,2,7,2,56,4,1,1,1,2,1,2,2,4698,1785,102541.0,30053.0,3350.0,131188.0,1264.0,1109.0,1418.81
cbecs,building_survey,4616,4616,3,5,50000,2,4,1,74,60,1,1,1,1,2,2,2,2013,2861,749729.0,219733.0,24215.0,1108988.0,10684.0,8822.0,309.52
cbecs,building_survey,4617,4617,2,8,75000,4,9,3,60,40,1,1,1,2,2,2,2,8372,1012,6008519.0,1760996.0,180721.0,1794092.0,17284.0,14113.0,126.08
cbecs,building_survey,4618,4618,4,13,260000,4,6,19,112,200,1,1,1,2,2,2,2,767,1757,11968096.0,3507648.0,447089.0,902829.0,8698.0,7091.0,118.55
cbecs,building_survey,4619,4619,4,18,375000,994,2,1,168,100,1,1,1,2,2,2,2,1014,1628,22100689.0,6477341.0,807487.0,10909861.0,105105.0,70283.0,100.08
cbecs,building_survey,4620,4620,3,14,235000,4,2,2,78,130,1,1,1,2,2,2,2,3916,2081,7730336.0,2265632.0,220771.0,1875423.0,18068.0,14223.0,17.7
cbecs,building_survey,4621,4621,3,2,8500,5,2,2,24,4,1,1,2,2,2,2,2,4739,1643,304997.0,89390.0,8306.0,,,,589.53
cbecs,building_survey,4622,4622,4,2,40000,2,6,3,168,24,1,1,2,2,2,2,2,1345,3764,1966573.0,576370.0,57850.0,,,,240.4
cbecs,building_survey,4623,4623,4,4,110000,7,7,10,112,200,1,1,2,2,2,1,2,787,1244,13727009.0,4023156.0,421431.0,,,,52.84
cbecs,building_survey,4624,4624,2,2,500001,995,2,42,83,1450,1,1,1,2,2,2,2,6523,825,23531053.0,6896557.0,629654.0,25165476.0,242442.0,51391.0,15.06
cbecs,building_survey,4625,4625,3,2,415000,8,2,30,50,200,1,1,1,1,2,1,2,4005,2129,15815009.0,4635114.0,189600.0,7300027.0,70328.0,59502.0,14.9
cbecs,building_survey,4626,4626,2,5,6000,1,8,1,40,0,1,1,2,2,2,2,2,5035,1325,29904.0,8764.0,1448.0,,,,3075.23
cbecs,building_survey,4627,4627,1,5,300000,2,2,16,10,40,1,1,1,2,2,2,2,5315,1056,2710348.0,794358.0,71934.0,18399369.0,177258.0,128371.0,8.84
cbecs,building_survey,4628,4628,4,17,160000,4,7,2,168,125,1,1,1,1,2,2,2,2321,48,14564445.0,4268595.0,727648.0,7228916.0,69643.0,52572.0,9.11
cbecs,building_survey,4629,4629,4,12,18500,1,7,1,108,12,1,1,1,2,2,2,2,1973,3867,539112.0,158005.0,11200.0,554126.0,5338.0,3974.0,2934.43
cbecs,building_survey,4630,4630,1,8,75000,5,8,14,70,100,1,1,1,1,2,2,2,4651,1282,8175618.0,2396137.0,283529.0,294178.0,2834.0,3075.0,127.33
cbecs,building_survey,4631,4631,1,2,3200,3,2,3,168,9,1,1,1,2,2,2,2,4784,828,50913.0,14922.0,3270.0,106574.0,1027.0,1794.0,1745.76
cbecs,building_survey,4632,4632,3,24,1700000,1,7,996,96,400,1,1,1,2,2,2,2,1600,3791,82975795.0,24318814.0,2070716.0,4926439.0,47461.0,26671.0,14.9
cbecs,building_survey,4633,4633,4,5,6000,1,6,2,0,0,1,1,2,2,2,2,2,5522,675,170364.0,49931.0,3085.0,,,,6921.06
