record_id,business_id,month,year,electricity_bill,diesel_cost,petrol_cost,generator_hours,grid_hours,outage_hours,energy_consumption_kwh,fuel_consumption_liters,maintenance_cost,weather_avg_temp,occupancy_rate,total_energy_cost,business_name,business_type,industry,state,city,employees,operating_hours,floor_area_sqm,energy_source,solar_capacity_kw,monthly_revenue,created_at,quarter,cost_per_kwh,energy_cost_per_employee,generator_dependency,revenue_energy_ratio,outage_severity,estimated_carbon_intensity,next_month_energy_cost
REC-002455,BIZ-0103,7,2024,21516.48,360867.66,52048.22,38.71,559.39,86.03,7764.89,346.99,76096.86,29.19,78.73,434432.36,Hotel SME 103,Hotel,Hospitality,Rivers,Port Harcourt,54,20.82,360.35,Hybrid,62.82,16741091.82,2024-01-01,3,55.94829546844836,8045.043703703704,0.06472161845845176,38.53555434958851,0.13329304948715567,0.04468704643594436,309550.18
REC-002456,BIZ-0103,8,2024,0.0,270531.25,39018.93,20.61,599.61,45.81,7104.55,260.13,58108.57,26.86,64.85,309550.18,Hotel SME 103,Hotel,Hospitality,Rivers,Port Harcourt,54,20.82,360.35,Hybrid,62.82,16741091.82,2024-01-01,3,43.570694836407654,5732.410740740741,0.03323014414240108,54.081996721823906,0.07097703820767873,0.03661456390622911,681695.53
REC-002457,BIZ-0103,9,2024,85542.08,521008.06,75145.39,39.78,536.2,88.4,8438.84,500.97,77916.58,26.86,80.39,681695.53,Hotel SME 103,Hotel,Hospitality,Rivers,Port Harcourt,54,20.82,360.35,Hybrid,62.82,16741091.82,2024-01-01,3,80.78071512198359,12623.991296296297,0.06906489808673913,24.55801906167699,0.1415305795709254,0.0593647942134227,249580.62
REC-002458,BIZ-0103,10,2024,0.0,218120.88,31459.74,20.76,599.29,46.13,6646.87,209.73,57698.79,26.03,65.82,249580.62,Hotel SME 103,Hotel,Hospitality,Rivers,Port Harcourt,54,20.82,360.35,Hybrid,62.82,16741091.82,2024-01-01,4,37.5485935485424,4621.863333333334,0.033481170873316674,67.07689010468842,0.07147283939140406,0.031553197219142244,311764.57
REC-002459,BIZ-0103,11,2024,38736.47,238612.79,34415.31,28.38,561.54,63.06,7946.15,229.44,66493.87,26.09,74.89,311764.57,Hotel SME 103,Hotel,Hospitality,Rivers,Port Harcourt,54,20.82,360.35,Hybrid,62.82,16741091.82,2024-01-01,4,39.234669619878815,5773.417962962963,0.048108218063466233,53.69786509095629,0.10096061479346782,0.02887436053938071,457865.94
REC-002460,BIZ-0103,12,2024,79241.66,330898.53,47725.75,23.26,593.74,51.68,8372.52,318.17,62141.91,25.89,70.77,457865.94,Hotel SME 103,Hotel,Hospitality,Rivers,Port Harcourt,54,20.82,360.35,Hybrid,62.82,16741091.82,2024-01-01,4,54.68675380888908,8478.99888888889,0.03769854132901135,36.56330457775479,0.08007189117164018,0.03800170080214798,378358.4
REC-002461,BIZ-0103,1,2025,61742.15,276706.64,39909.61,21.04,598.67,46.75,8188.32,266.06,59809.84,26.32,70.04,378358.4,Hotel SME 103,Hotel,Hospitality,Rivers,Port Harcourt,54,20.82,360.35,Hybrid,62.82,16741091.82,2024-01-01,1,46.20708521406101,7006.637037037038,0.03395136434784012,44.24665031885112,0.07243345418487188,0.03249262363952557,434002.54
REC-002462,BIZ-0103,2,2025,0.0,379296.34,54706.2,29.44,517.54,65.42,7150.26,364.71,66545.99,27.95,69.07,434002.54,Hotel SME 103,Hotel,Hospitality,Rivers,Port Harcourt,54,20.82,360.35,Hybrid,62.82,16741091.82,2024-01-01,1,60.69744876410088,8037.084074074074,0.053822808877838316,38.57371853169339,0.11222039247975847,0.051006536825234323,533802.81
REC-002463,BIZ-0103,3,2025,136944.87,346833.83,50024.11,36.98,563.24,82.18,8979.92,333.49,75908.51,30.11,64.34,533802.81,Hotel SME 103,Hotel,Hospitality,Rivers,Port Harcourt,54,20.82,360.35,Hybrid,62.82,16741091.82,2024-01-01,1,59.44404961291415,9885.237222222224,0.06161074272766651,31.361940226579172,0.12732794149546034,0.03713730189133088,482982.2
REC-002464,BIZ-0103,4,2025,291860.66,167030.59,24090.95,17.55,585.61,38.99,10610.62,160.61,59402.02,30.79,77.76,482982.2,Hotel SME 103,Hotel,Hospitality,Rivers,Port Harcourt,54,20.82,360.35,Hybrid,62.82,16741091.82,2024-01-01,2,45.51875385227253,8944.114814814815,0.029096757079381926,34.661922985981676,0.062423951328850466,0.015136721511089832,803216.38
REC-002465,BIZ-0103,5,2025,163677.38,558924.84,80614.16,38.96,558.85,86.57,9261.32,537.43,78121.6,30.8,75.65,803216.38,Hotel SME 103,Hotel,Hospitality,Rivers,Port Harcourt,54,20.82,360.35,Hybrid,62.82,16741091.82,2024-01-01,2,86.72806684144378,14874.377407407408,0.06517120824342182,20.842567752415608,0.13412971398469214,0.058029524948927366,303302.36
REC-002466,BIZ-0103,6,2025,0.0,265070.97,38231.39,23.68,571.97,52.63,7337.76,254.88,61303.27,29.94,86.83,303302.36,Hotel SME 103,Hotel,Hospitality,Rivers,Port Harcourt,54,20.82,360.35,Hybrid,62.82,16741091.82,2024-01-01,2,41.33446174309326,5616.71037037037,0.039754889616385465,55.19604865586935,0.08426192763368556,0.0347353960881795,514950.7
REC-002467,BIZ-0103,7,2025,71727.01,387355.16,55868.53,26.88,585.68,59.74,8293.42,372.46,65491.19,28.51,85.97,514950.7,Hotel SME 103,Hotel,Hospitality,Rivers,Port Harcourt,54,20.82,360.35,Hybrid,62.82,16741091.82,2024-01-01,3,62.091477339867026,9536.124074074074,0.04388141569805407,32.510086538381245,0.09255988348672184,0.04491030238429984,653704.24
REC-002468,BIZ-0103,8,2025,113482.95,472126.17,68095.12,39.25,558.2,87.22,8732.96,453.97,77764.53,27.34,91.95,653704.24,Hotel SME 103,Hotel,Hospitality,Rivers,Port Harcourt,54,20.82,360.35,Hybrid,62.82,16741091.82,2024-01-01,3,74.85483043549954,12105.634074074074,0.0656958741317265,25.609581207550377,0.1351368101391342,0.05198351990619447,463833.48
REC-002469,BIZ-0103,9,2025,162704.95,263171.15,37957.38,21.72,576.33,48.27,9251.08,253.05,61738.32,26.53,90.77,463833.48,Hotel SME 103,Hotel,Hospitality,Rivers,Port Harcourt,54,20.82,360.35,Hybrid,62.82,16741091.82,2024-01-01,3,50.13830601400053,8589.508888888888,0.03631803360922999,36.09289225952383,0.07728146013448607,0.027353563043450064,455617.27
REC-002470,BIZ-0103,10,2025,85331.4,323611.18,46674.69,26.08,587.47,57.95,8436.63,311.16,64898.6,25.83,64.48,455617.27,Hotel SME 103,Hotel,Hospitality,Rivers,Port Harcourt,54,20.82,360.35,Hybrid,62.82,16741091.82,2024-01-01,4,54.00465233155894,8437.356851851851,0.04250672316844592,36.743760437351284,0.0897864956152583,0.03688202516881741,398296.95
REC-002471,BIZ-0103,11,2025,200266.86,173068.31,24961.78,16.74,587.4,37.2,9646.47,166.41,57477.56,25.99,87.64,398296.95,Hotel SME 103,Hotel,Hospitality,Rivers,Port Harcourt,54,20.82,360.35,Hybrid,62.82,16741091.82,2024-01-01,4,41.28939912734918,7375.8694444444445,0.027708809216406793,42.031684701577554,0.059558117195004805,0.01725087000737057,657928.54
REC-002472,BIZ-0103,12,2025,258925.28,348708.73,50294.53,24.2,591.64,53.78,10263.93,335.3,65308.33,25.31,83.46,657928.54,Hotel SME 103,Hotel,Hospitality,Rivers,Port Harcourt,54,20.82,360.35,Hybrid,62.82,16741091.82,2024-01-01,4,64.10103537339012,12183.861851851852,0.039295921018446346,25.44515217412517,0.08332558643983763,0.03266779878662462,
REC-002473,BIZ-0104,1,2024,1288849.72,203048.62,63077.24,32.3,280.9,46.15,13566.84,240.29,62961.82,27.0,85.34,1554975.58,Bakery SME 104,Bakery,Food Production,Oyo,Ibadan,21,10.55,353.91,Generator,0.0,3133188.68,2024-01-01,1,114.61590023911243,74046.4561904762,0.10312899106002554,2.014943977448186,0.1411099220302706,0.017711567321498593,1494429.31
REC-002474,BIZ-0104,2,2024,1167041.88,249789.96,77597.47,35.15,255.74,50.21,12284.65,295.61,63029.12,28.62,82.7,1494429.31,Bakery SME 104,Bakery,Food Production,Oyo,Ibadan,21,10.55,353.91,Generator,0.0,3133188.68,2024-01-01,1,121.65013329643092,71163.30047619047,0.12083605486610059,2.0965787133819,0.16411178297107368,0.02406336362859341,1229834.33
REC-002475,BIZ-0104,3,2024,966475.02,200937.8,62421.51,28.12,286.88,40.17,10173.42,237.8,54942.64,29.49,80.93,1229834.33,Bakery SME 104,Bakery,Food Production,Oyo,Ibadan,21,10.55,353.91,Generator,0.0,3133188.68,2024-01-01,1,120.88701046452422,58563.53952380953,0.08926984126984128,2.5476510157266468,0.12282525607705244,0.023374637044376426,1350314.38
REC-002476,BIZ-0104,4,2024,1174558.3,134098.32,41657.76,19.48,288.67,27.83,12363.77,158.7,52183.36,31.31,72.58,1350314.38,Bakery SME 104,Bakery,Food Production,Oyo,Ibadan,21,10.55,353.91,Generator,0.0,3133188.68,2024-01-01,2,109.2154237744636,64300.684761904755,0.06321596625020282,2.32034015663819,0.08793048973143759,0.0128358906708876,1470634.45
REC-002477,BIZ-0104,5,2024,1207336.34,200891.11,62407.0,24.68,291.8,35.25,12708.8,237.74,56337.13,31.54,83.87,1470634.45,Bakery SME 104,Bakery,Food Production,Oyo,Ibadan,21,10.55,353.91,Generator,0.0,3133188.68,2024-01-01,2,115.7178057723782,70030.2119047619,0.07798281092012133,2.1305013492645983,0.10778168475768231,0.018706722900667255,1258040.17
REC-002478,BIZ-0104,6,2024,940397.75,242354.71,75287.71,48.13,247.74,68.76,9898.92,286.81,68538.5,29.74,62.9,1258040.17,Bakery SME 104,Bakery,Food Production,Oyo,Ibadan,21,10.55,353.91,Generator,0.0,3133188.68,2024-01-01,2,127.08862886052215,59906.67476190476,0.16267279548450334,2.490531506637026,0.21725118483412323,0.028973867856291392,1348841.83
REC-002479,BIZ-0104,7,2024,1012944.09,256283.15,79614.59,36.33,275.15,51.9,10662.57,303.29,61424.47,28.85,77.31,1348841.83,Bakery SME 104,Bakery,Food Production,Oyo,Ibadan,21,10.55,353.91,Generator,0.0,3133188.68,2024-01-01,3,126.5025064313763,64230.56333333334,0.11663670219596765,2.3228733053155683,0.15869133160067267,0.02844436191274712,1620683.01
REC-002480,BIZ-0104,8,2024,1220813.78,305092.1,94777.13,42.77,265.95,61.1,12850.67,361.06,69215.5,27.25,75.23,1620683.01,Bakery SME 104,Bakery,Food Production,Oyo,Ibadan,21,10.55,353.91,Generator,0.0,3133188.68,2024-01-01,3,126.1166157095311,77175.38142857143,0.13853977714433793,1.9332520058934906,0.18682158691331602,0.028096589516344285,1429765.14
REC-002481,BIZ-0104,9,2024,1196882.12,177685.01,55198.01,34.92,266.62,49.88,12598.76,210.28,63339.65,26.01,77.64,1429765.14,Bakery SME 104,Bakery,Food Production,Oyo,Ibadan,21,10.55,353.91,Generator,0.0,3133188.68,2024-01-01,3,113.48459213446402,68084.05428571429,0.11580553160443059,2.191400945752531,0.15759873617693523,0.01669053144912674,1206861.08
REC-002482,BIZ-0104,10,2024,918897.36,219710.47,68253.25,40.27,269.53,57.52,9672.6,260.01,62695.38,25.75,72.16,1206861.08,Bakery SME 104,Bakery,Food Production,Oyo,Ibadan,21,10.55,353.91,Generator,0.0,3133188.68,2024-01-01,4,124.77111428157889,57469.57523809524,0.12998708844415754,2.5961469235547807,0.17587524843296132,0.026881086781217044,1445836.66
REC-002483,BIZ-0104,11,2024,1151885.39,224278.85,69672.42,28.13,276.32,40.18,12125.11,265.42,57876.72,24.89,74.74,1445836.66,Bakery SME 104,Bakery,Food Production,Oyo,Ibadan,21,10.55,353.91,Generator,0.0,3133188.68,2024-01-01,4,119.24317882476942,68849.36476190476,0.09239612415831829,2.167041939578431,0.12695102685624013,0.021890110687655617,1451878.59
REC-002484,BIZ-0104,12,2024,1022904.48,327298.53,101675.58,40.09,269.78,57.27,10767.42,387.34,64211.89,26.58,67.37,1451878.59,Bakery SME 104,Bakery,Food Production,Oyo,Ibadan,21,10.55,353.91,Generator,0.0,3133188.68,2024-01-01,4,134.8399700206735,69137.07571428572,0.129376835447123,2.158023888209551,0.17511083932120472,0.03597333437350823,1084151.15
REC-002485,BIZ-0104,1,2025,961055.3,93919.63,29176.22,19.77,298.81,28.24,10116.37,111.15,49013.27,26.65,66.27,1084151.15,Bakery SME 104,Bakery,Food Production,Oyo,Ibadan,21,10.55,353.91,Generator,0.0,3133188.68,2024-01-01,1,107.1680009726809,51626.24523809523,0.06205662627911357,2.889992488593496,0.0863476532640269,0.010987142621315749,1238436.96
REC-002486,BIZ-0104,2,2025,1041810.51,150021.99,46604.46,19.6,267.41,27.99,10966.43,177.54,50166.99,27.7,73.17,1238436.96,Bakery SME 104,Bakery,Food Production,Oyo,Ibadan,21,10.55,353.91,Generator,0.0,3133188.68,2024-01-01,1,112.92981945810988,58973.18857142857,0.06829030347374655,2.5299541124806226,0.09475287745429924,0.016189407127023103,1630330.44
REC-002487,BIZ-0104,3,2025,1278927.39,268113.39,83289.66,34.85,277.27,49.78,13462.39,317.29,64585.29,28.66,71.34,1630330.44,Bakery SME 104,Bakery,Food Production,Oyo,Ibadan,21,10.55,353.91,Generator,0.0,3133188.68,2024-01-01,1,121.102600652633,77634.78285714285,0.1116557734204793,1.9218120468878692,0.1522091423329766,0.023568623401936807,1431400.98
REC-002488,BIZ-0104,4,2025,994864.78,333068.25,103467.95,48.42,247.33,69.17,10472.26,394.16,69602.18,30.19,68.88,1431400.98,Bakery SME 104,Bakery,Food Production,Oyo,Ibadan,21,10.55,353.91,Generator,0.0,3133188.68,2024-01-01,2,136.68501164027631,68161.95142857142,0.16371935756551143,2.188896559229686,0.21854660347551344,0.03763848491156637,1211888.36
REC-002489,BIZ-0104,5,2025,1039187.76,131767.05,40933.55,27.36,287.96,39.09,10938.82,155.94,55563.01,30.47,58.57,1211888.36,Bakery SME 104,Bakery,Food Production,Oyo,Ibadan,21,10.55,353.91,Generator,0.0,3133188.68,2024-01-01,2,110.78785097478523,57708.96952380953,0.08676899657490802,2.585377319739254,0.11952300871426388,0.014255650975150885,1458919.69
REC-002490,BIZ-0104,6,2025,1347542.11,84978.83,26398.75,18.79,289.65,26.85,14184.65,100.57,54431.79,29.26,80.08,1458919.69,Bakery SME 104,Bakery,Food Production,Oyo,Ibadan,21,10.55,353.91,Generator,0.0,3133188.68,2024-01-01,2,102.8520048080143,69472.36619047618,0.060919465698353,2.1476087419177956,0.08483412322274882,0.007090058619705104,1125638.81
REC-002491,BIZ-0104,7,2025,927574.61,151118.96,46945.24,20.52,297.73,29.32,9763.94,178.84,49010.3,28.31,72.66,1125638.81,Bakery SME 104,Bakery,Food Production,Oyo,Ibadan,21,10.55,353.91,Generator,0.0,3133188.68,2024-01-01,3,115.2853059318267,53601.8480952381,0.06447761194029851,2.7834760601404636,0.08964990062681547,0.018316376380846256,1218359.47
REC-002492,BIZ-0104,8,2025,1099045.94,91033.8,28279.73,19.39,299.36,27.69,11568.9,107.73,50923.71,27.82,56.32,1218359.47,Bakery SME 104,Bakery,Food Production,Oyo,Ibadan,21,10.55,353.91,Generator,0.0,3133188.68,2024-01-01,3,105.31333748238812,58017.11761904762,0.06083137254901961,2.5716455259300446,0.08466595321816237,0.009312034852060266,1180687.75
REC-002493,BIZ-0104,9,2025,1011183.11,129328.6,40176.04,25.08,280.67,35.83,10644.03,153.05,53523.05,27.89,78.75,1180687.75,Bakery SME 104,Bakery,Food Production,Oyo,Ibadan,21,10.55,353.91,Generator,0.0,3133188.68,2024-01-01,3,110.924879956182,56223.22619047619,0.08202780049059688,2.653697965444293,0.11320695102685624,0.014378952332903984,1496278.11
REC-002494,BIZ-0104,10,2025,1300219.89,149588.44,46469.78,28.64,286.14,40.91,13686.53,177.03,60575.6,26.08,79.81,1496278.11,Bakery SME 104,Bakery,Food Production,Oyo,Ibadan,21,10.55,353.91,Generator,0.0,3133188.68,2024-01-01,4,109.32486978072602,71251.33857142858,0.09098417942690133,2.0939881824509214,0.125087907047852,0.012934615275018576,1456085.4
REC-002495,BIZ-0104,11,2025,1206586.79,190362.37,59136.24,22.91,283.77,32.73,12700.91,225.28,55090.49,24.36,74.28,1456085.4,Bakery SME 104,Bakery,Food Production,Oyo,Ibadan,21,10.55,353.91,Generator,0.0,3133188.68,2024-01-01,4,114.64417903913971,69337.4,0.07470327377070562,2.151789091491475,0.10341232227488151,0.01773731173593073,1073714.15
REC-002496,BIZ-0104,12,2025,877490.93,149714.33,46508.89,22.55,294.83,32.22,9236.75,177.18,49641.85,25.55,72.88,1073714.15,Bakery SME 104,Bakery,Food Production,Oyo,Ibadan,21,10.55,353.91,Generator,0.0,3133188.68,2024-01-01,4,116.2437166752375,51129.24523809523,0.07105047577036991,2.9180845572352756,0.09851704632319216,0.019182071616098736,
REC-002497,BIZ-0105,1,2024,7339989.82,965505.88,29316.98,34.1,394.89,48.72,105783.45,781.79,439486.55,27.02,89.09,8334812.68,Factory SME 105,Factory,Manufacturing,Lagos,Lagos,76,14.31,2649.02,Hybrid,237.67,66949622.43,2024-01-01,1,78.79127292596337,109668.58789473683,0.07948903237837712,8.032528744245276,0.10982619868803678,0.007390475542251647,9009750.0
REC-002498,BIZ-0105,2,2024,5692900.74,3219103.21,97746.05,71.7,312.56,102.43,88445.67,2606.56,478859.4,27.78,63.47,9009750.0,Factory SME 105,Factory,Manufacturing,Lagos,Lagos,76,14.31,2649.02,Hybrid,237.67,66949622.43,2024-01-01,1,101.86762110570253,118549.34210526316,0.18659241138812263,7.430796906684425,0.24682522470420976,0.029470747409115674,8028265.52
REC-002499,BIZ-0105,3,2024,5817800.01,2145324.09,65141.42,49.32,373.15,70.46,89760.4,1737.1,432914.84,28.72,55.11,8028265.52,Factory SME 105,Factory,Manufacturing,Lagos,Lagos,76,14.31,2649.02,Hybrid,237.67,66949622.43,2024-01-01,1,89.44106220560515,105635.07263157894,0.11674201718465217,8.33923868900639,0.15883320935055564,0.019352632118395195,6698666.42
REC-002500,BIZ-0105,4,2024,4383602.69,2246839.85,68223.88,69.52,329.99,99.31,74663.59,1819.3,439595.99,31.0,70.62,6698666.42,Factory SME 105,Factory,Manufacturing,Lagos,Lagos,76,14.31,2649.02,Hybrid,237.67,66949622.43,2024-01-01,2,89.71797927209234,88140.34763157894,0.17401316612850742,9.994470276965965,0.23133007221057536,0.02436662903565178,10053414.73
REC-002501,BIZ-0105,5,2024,7126199.54,2840951.48,86263.71,69.68,344.07,99.54,103533.03,2300.37,512125.78,30.37,60.26,10053414.73,Factory SME 105,Factory,Manufacturing,Lagos,Lagos,76,14.31,2649.02,Hybrid,237.67,66949622.43,2024-01-01,2,97.10345316852023,132281.7727631579,0.16841087613293054,6.659391284258697,0.22438628525055793,0.022218706436004047,6400645.53
REC-002502,BIZ-0105,6,2024,4325826.53,2013675.02,61143.98,60.99,342.17,87.13,74055.42,1630.51,419321.48,29.02,81.78,6400645.53,Factory SME 105,Factory,Manufacturing,Lagos,Lagos,76,14.31,2649.02,Hybrid,237.67,66949622.43,2024-01-01,2,86.43048044288994,84219.02013157895,0.15127988887786487,10.45982348439783,0.20295830421616584,0.022017429649308584,4977646.6
REC-002503,BIZ-0105,7,2024,3244709.45,1681868.28,51068.87,52.87,368.08,75.53,62675.24,1361.84,373002.99,30.15,66.98,4977646.6,Factory SME 105,Factory,Manufacturing,Lagos,Lagos,76,14.31,2649.02,Hybrid,237.67,66949622.43,2024-01-01,3,79.4196655649025,65495.35,0.12559686423565744,13.450055379584402,0.17026216721895357,0.021728516715691874,4971617.43
REC-002504,BIZ-0105,8,2024,3566315.07,1363888.73,41413.63,31.79,398.2,45.41,66060.56,1104.36,335090.48,27.86,62.19,4971617.43,Factory SME 105,Factory,Manufacturing,Lagos,Lagos,76,14.31,2649.02,Hybrid,237.67,66949622.43,2024-01-01,3,75.25848146004212,65416.018815789466,0.07393195190585827,13.466366503989025,0.10236468970492098,0.016717387802949294,5937519.38
REC-002505,BIZ-0105,9,2024,4703845.49,1197318.08,36355.81,38.68,374.05,55.25,78034.56,969.49,380179.08,27.19,60.89,5937519.38,Factory SME 105,Factory,Manufacturing,Lagos,Lagos,76,14.31,2649.02,Hybrid,237.67,66949622.43,2024-01-01,3,76.08833035003978,78125.255,0.0937174423957551,11.275689079098214,0.12869788027020732,0.012423854251244577,9607161.05
REC-002506,BIZ-0105,10,2024,7499153.54,2045885.48,62122.03,46.59,377.05,66.56,107458.86,1656.59,471151.22,25.29,80.02,9607161.05,Factory SME 105,Factory,Manufacturing,Lagos,Lagos,76,14.31,2649.02,Hybrid,237.67,66949622.43,2024-01-01,4,89.40315437926664,126410.01381578948,0.10997545085449911,6.968720736705043,0.1500417032979419,0.015416039217240904,7345212.12
REC-002507,BIZ-0105,11,2024,5881246.61,1420823.11,43142.4,59.63,344.12,85.18,90428.26,1150.46,457253.1,26.61,79.03,7345212.12,Factory SME 105,Factory,Manufacturing,Lagos,Lagos,76,14.31,2649.02,Hybrid,237.67,66949622.43,2024-01-01,4,81.2269540517533,96647.52789473685,0.1476904024767802,9.114729613826318,0.19841602608898207,0.012722350291822492,6392258.63
REC-002508,BIZ-0105,12,2024,5323620.06,1037146.27,31492.3,45.62,378.44,65.17,84558.51,839.79,411752.58,26.35,55.77,6392258.63,Factory SME 105,Factory,Manufacturing,Lagos,Lagos,76,14.31,2649.02,Hybrid,237.67,66949622.43,2024-01-01,4,75.59568670261574,84108.66618421052,0.10757911616280715,10.47354719281751,0.14690832037149748,0.009931466389367552,6593056.56
REC-002509,BIZ-0105,1,2025,5022767.28,1524013.56,46275.72,49.43,372.99,70.62,81391.63,1234.02,412226.75,26.6,70.59,6593056.56,Factory SME 105,Factory,Manufacturing,Lagos,Lagos,76,14.31,2649.02,Hybrid,237.67,66949622.43,2024-01-01,1,81.00411012778585,86750.7442105263,0.11701623976137493,10.154565158166944,0.15919388652194497,0.015161509850582915,5629416.22
REC-002510,BIZ-0105,2,2025,4611274.42,988137.62,30004.18,35.75,349.61,51.07,77060.13,800.11,371293.31,27.45,86.91,5629416.22,Factory SME 105,Factory,Manufacturing,Lagos,Lagos,76,14.31,2649.02,Hybrid,237.67,66949622.43,2024-01-01,1,73.05225438887787,74071.26605263157,0.09277039651235208,11.892817978557643,0.12745832085454728,0.01038293083595888,6619593.55
REC-002511,BIZ-0105,3,2025,5723876.45,869320.72,26396.38,37.59,389.91,53.7,88771.73,703.9,404627.11,29.46,73.1,6619593.55,Factory SME 105,Factory,Manufacturing,Lagos,Lagos,76,14.31,2649.02,Hybrid,237.67,66949622.43,2024-01-01,1,74.56871179597378,87099.91513157895,0.08792982456140351,10.113856979934969,0.12105227564752824,0.007929326149214395,5665409.36
REC-002512,BIZ-0105,4,2025,3977338.09,1638324.57,49746.7,62.65,339.8,89.5,70387.12,1326.58,413793.66,29.88,56.68,5665409.36,Factory SME 105,Factory,Manufacturing,Lagos,Lagos,76,14.31,2649.02,Hybrid,237.67,66949622.43,2024-01-01,2,80.4892906543129,74544.86,0.15567151198906695,11.817261238471211,0.20847891917074307,0.018846914037681895,6113233.34
REC-002513,BIZ-0105,5,2025,4533435.99,1533241.44,46555.91,53.74,366.84,76.77,76240.78,1241.49,408824.31,30.78,74.35,6113233.34,Factory SME 105,Factory,Manufacturing,Lagos,Lagos,76,14.31,2649.02,Hybrid,237.67,66949622.43,2024-01-01,2,80.18324760056232,80437.28078947368,0.1277759284797185,10.951589560950737,0.17305741529722052,0.016283805071249272,6897631.98
REC-002514,BIZ-0105,6,2025,4944108.39,1895954.13,57569.46,70.68,328.33,100.97,80563.65,1535.19,456903.85,29.32,59.96,6897631.98,Factory SME 105,Factory,Manufacturing,Lagos,Lagos,76,14.31,2649.02,Hybrid,237.67,66949622.43,2024-01-01,2,85.61717325369445,90758.3155263158,0.17713841758351923,9.706174905260747,0.23519683205217795,0.019055616273592372,6001755.09
REC-002515,BIZ-0105,7,2025,3264372.9,2656712.77,80669.42,70.72,342.58,101.03,62882.22,2151.18,412786.68,29.03,60.83,6001755.09,Factory SME 105,Factory,Manufacturing,Lagos,Lagos,76,14.31,2649.02,Hybrid,237.67,66949622.43,2024-01-01,3,95.44438936793262,78970.46171052632,0.1711105734333414,11.155007398010971,0.2277450914091206,0.03420967007844188,10408606.98
REC-002516,BIZ-0105,8,2025,7465218.32,2856648.33,86740.33,70.47,342.93,100.68,107101.65,2313.08,522795.91,28.17,82.41,10408606.98,Factory SME 105,Factory,Manufacturing,Lagos,Lagos,76,14.31,2649.02,Hybrid,237.67,66949622.43,2024-01-01,3,97.18437559085226,136955.355,0.1704644412191582,6.432140492828945,0.22695611009670658,0.021597052893209394,5884952.46
REC-002517,BIZ-0105,9,2025,5039299.47,820731.98,24921.01,36.23,377.55,51.75,81565.66,664.56,383616.59,26.24,71.46,5884952.46,Factory SME 105,Factory,Manufacturing,Lagos,Lagos,76,14.31,2649.02,Hybrid,237.67,66949622.43,2024-01-01,3,72.14987851505155,77433.585,0.08755860602252404,11.37640837119014,0.12054507337526205,0.00814754640617142,5482401.54
REC-002518,BIZ-0105,10,2025,3522656.26,1901992.47,57752.81,65.87,349.51,94.1,65600.99,1540.07,408914.24,26.94,76.09,5482401.54,Factory SME 105,Factory,Manufacturing,Lagos,Lagos,76,14.31,2649.02,Hybrid,237.67,66949622.43,2024-01-01,4,83.57193298454794,72136.86236842105,0.15857768790023594,12.211732749148469,0.21212326142332227,0.02347632253720561,8530726.05
REC-002519,BIZ-0105,11,2025,6750713.77,1727556.12,52456.16,55.12,350.56,78.74,99580.54,1398.83,470212.05,26.18,73.69,8530726.05,Factory SME 105,Factory,Manufacturing,Lagos,Lagos,76,14.31,2649.02,Hybrid,237.67,66949622.43,2024-01-01,4,85.66659761033632,112246.39539473686,0.13587063695523566,7.848056781755404,0.18341486140228278,0.014047222479412142,6065078.86
REC-002520,BIZ-0105,12,2025,3989224.68,2014679.7,61174.48,66.56,348.53,95.08,70512.24,1631.32,422709.32,25.06,73.68,6065078.86,Factory SME 105,Factory,Manufacturing,Lagos,Lagos,76,14.31,2649.02,Hybrid,237.67,66949622.43,2024-01-01,4,86.01455378527189,79803.66921052632,0.16035076730347636,11.038541126240194,0.21433240909808163,0.023135274102765703,
REC-002521,BIZ-0106,1,2024,873161.78,1633487.29,104710.72,73.68,611.57,77.56,9191.18,1396.14,183374.52,25.96,26.81,2611359.79,Cold Room SME 106,Cold Room,Cold Storage,Lagos,Lagos,18,22.23,188.69,Generator,0.0,12446471.72,2024-01-01,1,284.11583605151895,145075.5438888889,0.10752280189711785,4.766279915798198,0.11254770507741646,0.1518999736704101,2237105.82
REC-002522,BIZ-0106,2,2024,767852.42,1380744.16,88509.24,95.02,544.65,100.02,8082.66,1180.12,210814.98,27.75,24.18,2237105.82,Cold Room SME 106,Cold Room,Cold Storage,Lagos,Lagos,18,22.23,188.69,Generator,0.0,12446471.72,2024-01-01,1,276.77841453184965,124283.65666666666,0.1485453436928416,5.563649072264271,0.15514914607473593,0.14600638898580418,2167337.61
REC-002523,BIZ-0106,3,2024,875741.71,1213788.92,77806.98,71.3,614.07,75.06,9218.33,1037.43,180105.27,29.51,29.18,2167337.61,Cold Room SME 106,Cold Room,Cold Storage,Lagos,Lagos,18,22.23,188.69,Generator,0.0,12446471.72,2024-01-01,1,235.11174041285133,120407.64499999999,0.10403139909829727,5.742747074831596,0.10891994253624135,0.11253990690287721,1760285.33
REC-002524,BIZ-0106,4,2024,719959.81,977655.31,62670.21,80.17,582.51,84.39,7578.52,835.6,188912.38,30.67,37.84,1760285.33,Cold Room SME 106,Cold Room,Cold Storage,Lagos,Lagos,18,22.23,188.69,Generator,0.0,12446471.72,2024-01-01,2,232.27296754511434,97793.62944444445,0.12097845113780407,7.0707126327071075,0.12654071075123707,0.11025899516000486,2121194.14
